
Idaho (PST) SNOTEL Site Wilson Creek - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Fri Oct 27 08:32:42 GMT-08:00 2017. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,SNWD.I-1 (in) ,SMS.I-1:-2 (pct)  (silt),SMS.I-1:-8 (pct)  (silt),SMS.I-1:-20 (pct)  (silt),STO.I-1:-2 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,
871,2017-01-01,00:00,     5.3,     9.8,   -11.1,      24,    12.0,    27.5,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.17,   16.20,    8.62,   12.78,   12.56,
871,2017-01-01,01:00,     5.2,     9.8,   -12.0,      24,    11.9,    27.5,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.13,   16.20,    8.75,   12.76,   12.55,
871,2017-01-01,02:00,     5.2,     9.8,   -10.3,      23,    11.8,    27.5,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.07,   16.20,    8.62,   12.75,   12.54,
871,2017-01-01,03:00,     5.2,     9.8,    -9.8,      23,    11.2,    27.5,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    7.85,   16.19,    8.66,   12.55,   12.54,
871,2017-01-01,04:00,     5.2,     9.8,   -10.8,      23,    12.0,    27.5,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.17,   16.20,    8.78,   12.69,   12.54,
871,2017-01-01,05:00,     5.2,     9.8,   -11.4,      23,    11.9,    27.5,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.11,   16.20,    8.66,   12.59,   12.53,
871,2017-01-01,06:00,     5.2,     9.8,    -6.0,      23,    11.3,    27.5,    13.6,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    7.89,   16.20,    8.80,   12.65,   12.53,
871,2017-01-01,07:00,     5.2,     9.8,    -8.6,-99.9,    11.5,    27.5,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    7.96,   16.20,    8.75,   12.65,   12.53,
871,2017-01-01,08:00,     5.2,     9.8,    -7.2,-99.9,    12.0,    27.4,    13.3,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.19,   16.12,    8.69,   12.63,   12.58,
871,2017-01-01,09:00,     5.3,     9.8,    -6.3,-99.9,    12.6,    27.5,    13.1,    -0.6,     0.0,     0.8,     0.2,     0.1,     0.2,    8.41,   16.19,    8.60,   12.63,   14.96,
871,2017-01-01,10:00,     5.3,     9.8,    -7.1,      24,    12.0,    27.4,    13.4,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.16,   16.13,    8.75,   12.64,   14.96,
871,2017-01-01,11:00,     5.4,     9.8,    -5.8,      22,    12.5,    27.3,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.38,   16.11,    8.65,   12.63,   14.94,
871,2017-01-01,12:00,     5.4,     9.8,    -6.1,      24,    12.1,    27.4,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.21,   16.13,    8.76,   12.63,   14.45,
871,2017-01-01,13:00,     5.5,     9.9,    -6.5,      23,    12.5,    27.4,    13.4,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.38,   16.13,    8.73,   12.63,   14.46,
871,2017-01-01,14:00,     5.5,     9.8,    -7.0,-99.9,    12.5,    27.4,    13.1,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.37,   16.13,    8.59,   12.50,   13.94,
871,2017-01-01,15:00,     5.5,     9.9,    -7.8,-99.9,    12.4,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.33,   16.13,    8.65,   12.63,   13.63,
871,2017-01-01,16:00,     5.5,     9.9,    -8.1,-99.9,    12.5,    27.5,    13.0,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.37,   16.20,    8.57,   12.65,   13.37,
871,2017-01-01,17:00,     5.4,     9.9,    -8.3,      25,    11.6,    27.3,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.01,   16.11,    8.78,   12.65,   13.23,
871,2017-01-01,18:00,     5.4,     9.9,    -8.1,      26,    12.3,    27.5,    13.1,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.31,   16.19,    8.60,   12.66,   13.13,
871,2017-01-01,19:00,     5.4,     9.9,    -8.4,      26,    12.6,    27.5,    13.1,    -0.6,     0.0,     0.8,     0.2,     0.1,     0.2,    8.41,   16.19,    8.59,   12.66,   13.06,
871,2017-01-01,20:00,     5.4,    10.0,    -8.6,      26,    11.9,    27.4,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.15,   16.17,    8.78,   12.64,   13.01,
871,2017-01-01,21:00,     5.4,    10.0,    -9.5,      26,    12.3,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.28,   16.14,    8.62,   12.66,   12.97,
871,2017-01-01,22:00,     5.4,     9.9,    -9.8,      26,    11.8,    27.4,    13.3,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.09,   16.13,    8.70,   12.65,   12.94,
871,2017-01-01,23:00,     5.4,    10.0,   -10.9,      26,    12.2,    27.4,    13.3,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.26,   16.13,    8.70,   12.65,   12.91,
871,2017-01-02,00:00,     5.4,     9.9,   -10.4,      26,    11.7,    27.4,    13.6,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.05,   16.13,    8.80,   12.65,   12.89,
871,2017-01-02,01:00,     5.3,     9.9,   -10.9,      26,    11.6,    27.4,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    7.99,   16.13,    8.78,   12.58,   12.87,
871,2017-01-02,02:00,     5.4,     9.9,    -9.9,      26,    12.1,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.22,   16.13,    8.66,   12.63,   12.85,
871,2017-01-02,03:00,     5.4,    10.0,   -10.0,      26,    11.7,    27.4,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.05,   16.13,    8.75,   12.64,   12.84,
871,2017-01-02,04:00,     5.4,    10.0,    -9.3,      26,    12.1,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.22,   16.13,    8.65,   12.64,   12.82,
871,2017-01-02,05:00,     5.4,    10.0,    -8.9,      26,    11.9,    27.4,    13.0,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.15,   16.13,    8.54,   12.55,   12.81,
871,2017-01-02,06:00,     5.4,    10.0,    -9.4,      26,    12.2,    27.4,    13.3,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.26,   16.13,    8.69,   12.63,   12.80,
871,2017-01-02,07:00,     5.4,     9.9,   -10.9,      26,    12.2,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.26,   16.13,    8.65,   12.63,   12.79,
871,2017-01-02,08:00,     5.4,    10.0,   -10.4,      26,    11.6,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    7.99,   16.13,    8.65,   12.49,   12.78,
871,2017-01-02,09:00,     5.4,    10.0,    -8.8,      25,    12.2,    27.4,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.26,   16.13,    8.78,   12.49,   12.77,
871,2017-01-02,10:00,     5.4,     9.9,    -8.5,      25,    12.1,    27.4,    13.0,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.22,   16.13,    8.57,   12.62,   12.76,
871,2017-01-02,11:00,     5.5,    10.0,    -7.3,      25,    12.5,    27.4,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.36,   16.14,    8.77,   12.63,   12.76,
871,2017-01-02,12:00,     5.5,    10.0,    -5.6,      25,    11.9,    27.3,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.13,   16.11,    8.63,   12.63,   12.75,
871,2017-01-02,13:00,     5.6,    10.0,    -6.1,      25,    11.9,    27.4,    13.1,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.12,   16.14,    8.59,   12.62,   12.75,
871,2017-01-02,14:00,     5.6,    10.0,    -6.0,      25,    12.3,    27.3,    13.7,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.29,   16.11,    8.84,   12.78,   12.74,
871,2017-01-02,15:00,     5.5,    10.0,    -7.4,      26,    11.8,    27.3,    13.4,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.09,   16.11,    8.73,   13.56,   12.74,
871,2017-01-02,16:00,     5.5,     9.9,    -9.0,      26,    11.8,    27.4,    13.5,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.08,   16.14,    8.77,   13.24,   12.73,
871,2017-01-02,17:00,     5.5,    10.0,    -7.8,      26,    11.9,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.13,   16.14,    8.66,   13.04,   12.72,
871,2017-01-02,18:00,     5.5,    10.0,    -7.8,      26,    11.2,    27.3,    13.1,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    7.86,   16.07,    8.59,   12.94,   12.71,
871,2017-01-02,19:00,     5.5,    10.0,    -7.2,      26,    11.9,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.13,   16.14,    8.66,   12.85,   12.70,
871,2017-01-02,20:00,     5.4,    10.0,   -10.3,      26,    11.7,    27.3,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    8.04,   16.07,    8.66,   12.64,   12.69,
871,2017-01-02,21:00,     5.4,    10.0,   -11.6,      26,    11.6,    27.4,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    7.99,   16.14,    8.66,   12.57,   12.68,
871,2017-01-02,22:00,     5.4,    10.0,   -10.3,      26,    11.2,    27.3,    13.2,    -0.6,     0.0,     0.8,     0.3,     0.1,     0.2,    7.86,   16.07,    8.62,   12.67,   12.67,
