,PREC.I.1..in.,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
214,2.9,-2.55E+00,-1.65E+00,-1.10E-01,-2.58E+00,2.37E+00,3.00E-01,2.00E-02,4.20E-01
215,2.9,-2.55E+00,-1.59E+00,-4.00E-02,-2.50E+00,2.20E+00,5.90E-01,2.00E-02,4.10E-01
216,2.9,-2.57E+00,-1.64E+00,-3.00E-02,-2.49E+00,2.20E+00,7.10E-01,3.00E-02,4.10E-01
217,2.9,-2.69E+00,-1.96E+00,-1.60E-01,-2.36E+00,2.39E+00,4.30E-01,3.00E-02,4.20E-01
218,2.9,-2.53E+00,-1.77E+00,-6.00E-02,-2.30E+00,2.17E+00,8.30E-01,3.00E-02,4.10E-01
219,2.9,-2.57E+00,-1.89E+00,-1.20E-01,-2.24E+00,2.24E+00,7.40E-01,3.00E-02,4.10E-01
220,2.9,-2.55E+00,-1.88E+00,-1.00E-01,-2.25E+00,2.22E+00,9.80E-01,4.00E-02,4.20E-01
221,2.9,-2.89E+00,-2.26E+00,-2.40E-01,-2.02E+00,2.35E+00,2.70E-01,2.00E-02,4.20E-01
222,2.9,-3.01E+00,-2.38E+00,-2.50E-01,-1.99E+00,2.35E+00,4.00E-01,2.00E-02,4.30E-01
223,2.9,-3.09E+00,-2.43E+00,-2.80E-01,-1.92E+00,2.37E+00,1.20E-01,0.00E+00,4.20E-01
224,2.9,-3.04E+00,-2.38E+00,-2.00E-01,-1.92E+00,2.25E+00,3.00E-01,0.00E+00,4.20E-01
225,2.9,-2.99E+00,-2.39E+00,-2.70E-01,-1.83E+00,2.29E+00,2.40E-01,0.00E+00,4.20E-01
226,2.9,-1.84E+00,-9.80E-01,2.60E-01,-2.48E+00,1.71E+00,2.33E+00,8.00E-02,3.80E-01
227,2.9,-1.30E+00,-2.10E-01,4.10E-01,-3.07E+00,1.72E+00,2.37E+00,8.00E-02,3.80E-01
228,2.9,-1.17E+00,5.00E-02,4.20E-01,-3.42E+00,1.90E+00,1.51E+00,6.00E-02,3.80E-01
229,2.9,-1.28E+00,-3.00E-02,4.00E-01,-3.56E+00,2.06E+00,1.07E+00,6.00E-02,3.90E-01
230,2.9,-5.20E-01,1.19E+00,7.00E-01,-4.34E+00,1.89E+00,1.42E+00,6.00E-02,3.70E-01
231,2.9,-5.00E-01,1.06E+00,6.30E-01,-4.25E+00,2.00E+00,1.09E+00,6.00E-02,3.80E-01
232,2.9,-6.40E-01,9.20E-01,5.90E-01,-4.13E+00,1.96E+00,9.60E-01,5.00E-02,3.70E-01
233,2.9,-8.60E-01,6.40E-01,4.90E-01,-4.10E+00,2.07E+00,8.50E-01,6.00E-02,3.70E-01
234,2.9,-1.97E+00,-7.40E-01,2.00E-01,-3.21E+00,2.20E+00,7.10E-01,6.00E-02,3.90E-01
235,2.9,-2.02E+00,-7.10E-01,2.60E-01,-3.11E+00,2.00E+00,1.23E+00,6.00E-02,3.80E-01
236,2.9,-2.32E+00,-1.17E+00,1.10E-01,-2.94E+00,2.23E+00,8.40E-01,7.00E-02,4.00E-01
237,2.9,-2.35E+00,-1.26E+00,1.20E-01,-2.86E+00,2.19E+00,9.50E-01,7.00E-02,4.00E-01
238,2.9,-2.24E+00,-1.19E+00,1.50E-01,-2.80E+00,2.09E+00,1.26E+00,7.00E-02,3.90E-01
239,2.9,-2.23E+00,-1.10E+00,2.00E-01,-2.76E+00,1.95E+00,1.56E+00,7.00E-02,3.80E-01
240,2.9,-2.15E+00,-9.30E-01,2.80E-01,-2.79E+00,1.79E+00,2.06E+00,7.00E-02,3.80E-01
241,2.9,-2.26E+00,-1.13E+00,2.70E-01,-2.71E+00,1.83E+00,1.94E+00,8.00E-02,3.80E-01
242,2.9,-2.57E+00,-1.64E+00,8.00E-02,-2.46E+00,2.11E+00,1.30E+00,8.00E-02,4.00E-01
243,2.9,-2.40E+00,-1.41E+00,1.80E-01,-2.53E+00,1.92E+00,1.83E+00,8.00E-02,3.90E-01
244,2.9,-2.39E+00,-1.40E+00,1.70E-01,-2.47E+00,1.88E+00,1.96E+00,8.00E-02,3.90E-01
245,2.9,-2.39E+00,-1.41E+00,2.00E-01,-2.34E+00,1.73E+00,2.43E+00,8.00E-02,3.80E-01
246,2.9,-2.56E+00,-1.66E+00,1.20E-01,-2.26E+00,1.88E+00,1.98E+00,8.00E-02,3.90E-01
247,2.9,-2.31E+00,-1.31E+00,2.50E-01,-2.41E+00,1.70E+00,2.51E+00,8.00E-02,3.80E-01
248,2.9,-2.55E+00,-1.59E+00,1.40E-01,-2.30E+00,1.86E+00,2.05E+00,8.00E-02,3.90E-01
249,2.9,-2.63E+00,-1.75E+00,7.00E-02,-2.33E+00,2.09E+00,1.37E+00,8.00E-02,4.10E-01
250,2.9,-2.04E+00,-3.30E-01,1.60E-01,-3.99E+00,2.64E+00,-8.30E-01,1.00E-02,4.20E-01
251,2.9,-1.66E+00,9.00E-02,2.70E-01,-4.08E+00,2.54E+00,-7.00E-01,1.00E-02,4.20E-01
252,2.9,-1.47E+00,1.60E-01,3.20E-01,-4.05E+00,2.49E+00,-5.50E-01,1.00E-02,4.20E-01
253,2.9,-9.40E-01,4.60E-01,3.70E-01,-4.10E+00,2.47E+00,-2.50E-01,3.00E-02,4.20E-01
254,2.9,-3.20E-01,7.10E-01,3.80E-01,-3.95E+00,2.41E+00,-2.30E-01,2.00E-02,4.20E-01
255,2.9,-2.50E-01,5.20E-01,2.70E-01,-3.83E+00,2.53E+00,-4.90E-01,2.00E-02,4.30E-01
256,2.9,-4.30E-01,2.10E-01,1.50E-01,-3.70E+00,2.64E+00,-8.40E-01,2.00E-02,4.30E-01
257,2.9,-7.50E-01,-3.00E-01,0.00E+00,-3.57E+00,2.83E+00,-1.34E+00,2.00E-02,4.30E-01
258,2.9,-1.86E+00,-1.25E+00,-1.10E-01,-2.88E+00,2.62E+00,-5.70E-01,2.00E-02,4.30E-01
259,2.9,-2.44E+00,-1.67E+00,-1.70E-01,-2.73E+00,2.63E+00,-7.30E-01,1.00E-02,4.30E-01
260,2.9,-2.62E+00,-1.62E+00,-1.40E-01,-2.72E+00,2.50E+00,-2.80E-01,1.00E-02,4.20E-01
261,2.9,-2.68E+00,-1.77E+00,-1.50E-01,-2.77E+00,2.57E+00,-5.00E-02,2.00E-02,4.40E-01
262,2.9,-2.80E+00,-1.78E+00,-1.20E-01,-2.62E+00,2.41E+00,-1.00E-02,1.00E-02,4.20E-01
263,2.9,-2.82E+00,-1.82E+00,-1.20E-01,-2.56E+00,2.38E+00,1.10E-01,1.00E-02,4.20E-01
264,2.9,-2.85E+00,-1.81E+00,-8.00E-02,-2.54E+00,2.31E+00,3.30E-01,2.00E-02,4.20E-01
265,2.9,-2.98E+00,-1.89E+00,-1.10E-01,-2.41E+00,2.27E+00,2.30E-01,0.00E+00,4.20E-01
266,2.9,-3.01E+00,-2.07E+00,-1.70E-01,-2.37E+00,2.38E+00,4.40E-01,2.00E-02,4.30E-01
267,2.9,-3.08E+00,-2.15E+00,-1.60E-01,-2.23E+00,2.31E+00,3.80E-01,2.00E-02,4.20E-01
268,2.9,-3.11E+00,-2.17E+00,-1.50E-01,-2.18E+00,2.26E+00,5.30E-01,2.00E-02,4.20E-01
269,2.9,-3.15E+00,-2.19E+00,-1.30E-01,-2.10E+00,2.20E+00,6.30E-01,1.00E-02,4.20E-01
270,2.9,-3.16E+00,-2.30E+00,-1.70E-01,-2.18E+00,2.33E+00,7.70E-01,3.00E-02,4.40E-01
271,2.9,-3.16E+00,-2.40E+00,-2.60E-01,-2.26E+00,2.53E+00,7.20E-01,4.00E-02,4.70E-01
272,2.9,-3.15E+00,-2.45E+00,-2.50E-01,-2.22E+00,2.52E+00,7.60E-01,4.00E-02,4.70E-01
273,2.9,-2.98E+00,-2.08E+00,-1.60E-01,-2.29E+00,2.38E+00,5.00E-01,2.00E-02,4.40E-01
274,2.9,-2.38E+00,-1.00E+00,-1.00E-02,-3.41E+00,2.71E+00,-9.70E-01,1.00E-02,4.30E-01
275,2.9,-1.43E+00,8.00E-02,2.70E-01,-4.10E+00,2.72E+00,-1.09E+00,2.00E-02,4.40E-01
276,2.9,-8.80E-01,3.50E-01,3.30E-01,-4.01E+00,2.64E+00,-9.40E-01,2.00E-02,4.40E-01
277,2.9,-4.50E-01,3.60E-01,2.90E-01,-3.75E+00,2.66E+00,-1.31E+00,1.00E-02,4.40E-01
278,2.9,5.00E-02,9.60E-01,4.80E-01,-3.85E+00,2.29E+00,-3.30E-01,0.00E+00,4.30E-01
279,2.9,1.30E-01,1.02E+00,5.20E-01,-3.92E+00,2.21E+00,5.00E-02,3.00E-02,4.00E-01
280,2.9,-2.00E-02,8.10E-01,4.40E-01,-3.84E+00,2.24E+00,2.00E-02,4.00E-02,4.00E-01
281,2.9,-5.00E-01,4.50E-01,3.30E-01,-3.86E+00,2.34E+00,-7.00E-02,5.00E-02,3.90E-01
282,2.9,-1.69E+00,-7.50E-01,1.60E-01,-3.12E+00,2.29E+00,2.30E-01,5.00E-02,4.00E-01
283,2.9,-2.60E+00,-1.38E+00,-9.00E-02,-2.98E+00,2.50E+00,-4.00E-01,0.00E+00,4.20E-01
284,2.9,-2.74E+00,-1.37E+00,-3.00E-02,-2.86E+00,2.32E+00,-9.00E-02,-1.00E-02,4.10E-01
285,2.9,-2.73E+00,-1.54E+00,-7.00E-02,-2.81E+00,2.40E+00,-5.00E-02,1.00E-02,4.20E-01
286,2.9,-2.77E+00,-1.64E+00,-1.00E-01,-2.69E+00,2.41E+00,-3.00E-02,1.00E-02,4.20E-01
287,2.9,-2.90E+00,-1.92E+00,-2.10E-01,-2.55E+00,2.55E+00,-3.20E-01,1.00E-02,4.30E-01
288,2.9,-2.95E+00,-1.97E+00,-1.80E-01,-2.52E+00,2.50E+00,-1.70E-01,1.00E-02,4.30E-01
289,2.9,-2.91E+00,-1.92E+00,-1.40E-01,-2.54E+00,2.45E+00,1.20E-01,2.00E-02,4.30E-01
290,2.9,-2.96E+00,-2.01E+00,-1.50E-01,-2.36E+00,2.37E+00,2.20E-01,2.00E-02,4.20E-01
291,2.9,-3.13E+00,-2.15E+00,-1.70E-01,-2.29E+00,2.39E+00,9.00E-02,1.00E-02,4.30E-01
292,2.9,-3.21E+00,-2.22E+00,-1.70E-01,-2.28E+00,2.40E+00,1.90E-01,2.00E-02,4.30E-01
293,2.9,-3.15E+00,-2.21E+00,-1.50E-01,-2.30E+00,2.39E+00,3.60E-01,2.00E-02,4.30E-01
294,2.9,-3.26E+00,-2.20E+00,-1.70E-01,-2.08E+00,2.24E+00,3.20E-01,0.00E+00,4.20E-01
295,2.9,-3.23E+00,-2.17E+00,-1.40E-01,-2.16E+00,2.27E+00,3.20E-01,1.00E-02,4.20E-01
296,2.9,-3.29E+00,-2.30E+00,-1.60E-01,-2.14E+00,2.34E+00,2.00E-01,2.00E-02,4.30E-01
297,2.9,-3.17E+00,-2.05E+00,-7.00E-02,-2.16E+00,2.19E+00,3.30E-01,-1.00E-02,4.30E-01
298,2.9,-2.01E+00,-2.00E-02,2.80E-01,-4.09E+00,2.54E+00,-9.10E-01,0.00E+00,4.20E-01
299,2.9,-1.50E+00,2.60E-01,3.50E-01,-4.15E+00,2.57E+00,-8.70E-01,1.00E-02,4.30E-01
300,2.9,-8.60E-01,5.40E-01,3.90E-01,-4.02E+00,2.49E+00,-7.50E-01,1.00E-02,4.30E-01
301,2.9,-1.90E-01,7.50E-01,3.40E-01,-3.80E+00,2.48E+00,-9.20E-01,-2.00E-02,4.40E-01
302,2.9,-3.00E-02,6.30E-01,3.00E-01,-3.72E+00,2.53E+00,-1.09E+00,-1.00E-02,4.30E-01
303,2.9,-1.00E-02,3.70E-01,1.60E-01,-3.52E+00,2.65E+00,-1.47E+00,-2.00E-02,4.30E-01
304,2.9,-1.50E-01,1.70E-01,1.20E-01,-3.44E+00,2.65E+00,-1.36E+00,0.00E+00,4.20E-01
305,2.9,-8.30E-01,-4.50E-01,4.00E-02,-3.05E+00,2.51E+00,-7.60E-01,1.00E-02,4.20E-01
306,2.9,-1.71E+00,-1.22E+00,-6.00E-02,-2.84E+00,2.58E+00,-6.50E-01,3.00E-02,4.20E-01
307,2.9,-2.16E+00,-1.37E+00,-1.00E-01,-2.67E+00,2.46E+00,-5.90E-01,-1.00E-02,4.20E-01
308,2.9,-2.38E+00,-1.64E+00,-1.50E-01,-2.47E+00,2.39E+00,-1.10E-01,1.00E-02,4.10E-01
309,2.9,-2.35E+00,-1.61E+00,-1.40E-01,-2.43E+00,2.34E+00,-6.00E-02,0.00E+00,4.10E-01
310,2.9,-2.50E+00,-1.77E+00,-1.40E-01,-2.37E+00,2.35E+00,-1.10E-01,0.00E+00,4.10E-01
311,2.9,-2.58E+00,-1.76E+00,-1.40E-01,-2.38E+00,2.31E+00,1.60E-01,1.00E-02,4.10E-01
312,2.9,-2.68E+00,-1.85E+00,-1.60E-01,-2.30E+00,2.31E+00,2.10E-01,1.00E-02,4.20E-01
313,2.9,-2.86E+00,-2.12E+00,-1.80E-01,-2.08E+00,2.26E+00,3.50E-01,1.00E-02,4.20E-01
314,2.9,-3.03E+00,-2.17E+00,-1.70E-01,-2.18E+00,2.33E+00,3.00E-01,2.00E-02,4.20E-01
315,2.9,-3.10E+00,-2.28E+00,-1.80E-01,-2.07E+00,2.29E+00,4.50E-01,2.00E-02,4.20E-01
316,2.9,-3.18E+00,-2.24E+00,-1.40E-01,-2.14E+00,2.28E+00,3.70E-01,2.00E-02,4.20E-01
317,2.9,-3.15E+00,-2.15E+00,-1.20E-01,-2.12E+00,2.21E+00,5.10E-01,1.00E-02,4.20E-01
318,2.9,-3.25E+00,-2.36E+00,-2.00E-01,-1.98E+00,2.29E+00,2.40E-01,1.00E-02,4.20E-01
319,2.9,-3.18E+00,-2.24E+00,-1.30E-01,-2.05E+00,2.23E+00,4.80E-01,2.00E-02,4.20E-01
320,2.9,-3.12E+00,-2.21E+00,-1.10E-01,-1.99E+00,2.16E+00,6.00E-01,1.00E-02,4.20E-01
321,2.9,-2.96E+00,-2.12E+00,-1.30E-01,-2.03E+00,2.25E+00,4.70E-01,2.00E-02,4.20E-01
322,2.9,-2.41E+00,-1.09E+00,-1.00E-02,-3.31E+00,2.67E+00,-1.18E+00,0.00E+00,4.20E-01
323,2.9,-9.20E-01,2.10E-01,2.10E-01,-3.84E+00,2.64E+00,-1.29E+00,-1.00E-02,4.30E-01
324,2.9,4.90E-01,1.12E+00,4.30E-01,-3.85E+00,2.30E+00,-3.10E-01,0.00E+00,4.10E-01
325,2.9,8.40E-01,1.15E+00,3.70E-01,-3.71E+00,2.36E+00,-4.10E-01,0.00E+00,4.20E-01
326,2.9,1.16E+00,1.24E+00,4.00E-01,-3.70E+00,2.33E+00,-2.90E-01,1.00E-02,4.10E-01
327,3,9.20E-01,8.80E-01,2.50E-01,-3.54E+00,2.42E+00,-6.10E-01,0.00E+00,4.10E-01
328,3,5.60E-01,3.30E-01,5.00E-02,-3.28E+00,2.61E+00,-1.30E+00,-1.00E-02,4.10E-01
329,3,-2.00E-02,-4.40E-01,-5.00E-02,-2.68E+00,2.49E+00,-6.50E-01,1.00E-02,4.10E-01
330,3,-6.80E-01,-8.80E-01,-1.50E-01,-2.59E+00,2.56E+00,-8.20E-01,0.00E+00,4.20E-01
331,3,-6.70E-01,-7.10E-01,-3.00E-02,-2.52E+00,2.27E+00,-8.00E-02,0.00E+00,4.00E-01
332,3,-1.01E+00,-9.70E-01,-7.00E-02,-2.42E+00,2.28E+00,-9.00E-02,0.00E+00,4.00E-01
333,2.9,-1.20E+00,-1.13E+00,-9.00E-02,-2.43E+00,2.32E+00,1.10E-01,1.00E-02,4.10E-01
334,3,-1.00E+00,-1.12E+00,-1.10E-01,-2.27E+00,2.29E+00,1.10E-01,1.00E-02,4.10E-01
335,2.9,-1.40E+00,-1.72E+00,-2.50E-01,-1.91E+00,2.39E+00,-8.00E-02,1.00E-02,4.20E-01
336,2.9,-1.35E+00,-1.61E+00,-1.90E-01,-1.90E+00,2.28E+00,7.00E-02,1.00E-02,4.10E-01
337,3,-1.31E+00,-1.57E+00,-2.00E-01,-1.95E+00,2.29E+00,2.20E-01,1.00E-02,4.10E-01
338,2.9,-1.60E+00,-1.76E+00,-2.30E-01,-1.99E+00,2.37E+00,2.30E-01,1.00E-02,4.30E-01
339,2.9,-1.57E+00,-8.50E-01,3.50E-01,-2.43E+00,1.57E+00,2.55E+00,8.00E-02,3.60E-01
340,2.9,-2.22E+00,-1.14E+00,2.80E-01,-2.45E+00,1.63E+00,2.43E+00,8.00E-02,3.70E-01
341,2.9,-2.16E+00,-1.03E+00,3.80E-01,-2.54E+00,1.53E+00,2.82E+00,9.00E-02,3.70E-01
342,2.9,-2.30E+00,-1.22E+00,3.20E-01,-2.41E+00,1.60E+00,2.66E+00,9.00E-02,3.70E-01
343,2.9,-2.10E+00,-9.60E-01,4.00E-01,-2.51E+00,1.47E+00,3.05E+00,9.00E-02,3.60E-01
344,3,-2.02E+00,-8.30E-01,4.50E-01,-2.51E+00,1.37E+00,3.27E+00,9.00E-02,3.60E-01
345,3,-2.07E+00,-9.50E-01,3.90E-01,-2.51E+00,1.53E+00,2.77E+00,8.00E-02,3.70E-01
346,2.9,-1.10E+00,8.20E-01,6.70E-01,-4.17E+00,1.80E+00,1.68E+00,7.00E-02,3.60E-01
347,3,-5.10E-01,1.34E+00,7.80E-01,-4.42E+00,1.82E+00,1.38E+00,6.00E-02,3.60E-01
348,3,2.70E-01,1.80E+00,9.10E-01,-4.42E+00,1.72E+00,1.53E+00,5.00E-02,3.70E-01
349,2.9,7.80E-01,1.99E+00,8.60E-01,-4.36E+00,1.70E+00,1.77E+00,6.00E-02,3.60E-01
350,2.9,1.07E+00,1.96E+00,8.00E-01,-4.26E+00,1.84E+00,1.42E+00,6.00E-02,3.80E-01
351,2.9,1.07E+00,1.85E+00,7.50E-01,-4.15E+00,1.86E+00,1.23E+00,6.00E-02,3.80E-01
352,2.9,5.00E-01,1.41E+00,6.20E-01,-4.01E+00,1.90E+00,9.40E-01,4.00E-02,3.70E-01
353,2.9,-6.00E-02,4.40E-01,4.50E-01,-3.40E+00,1.91E+00,1.42E+00,7.00E-02,3.80E-01
354,2.9,-8.10E-01,-4.50E-01,2.60E-01,-2.83E+00,1.97E+00,1.19E+00,6.00E-02,3.80E-01
355,2.9,-1.40E+00,-1.10E+00,5.00E-02,-2.59E+00,2.29E+00,3.20E-01,6.00E-02,4.00E-01
356,2.9,-1.91E+00,-1.57E+00,-4.00E-02,-2.30E+00,2.27E+00,4.40E-01,6.00E-02,4.10E-01
357,2.9,-2.12E+00,-1.48E+00,6.00E-02,-2.35E+00,2.09E+00,7.10E-01,4.00E-02,4.00E-01
358,2.9,-2.29E+00,-1.57E+00,8.00E-02,-2.42E+00,2.11E+00,9.70E-01,7.00E-02,4.00E-01
359,2.9,-2.42E+00,-1.65E+00,1.10E-01,-2.45E+00,2.10E+00,1.13E+00,8.00E-02,4.00E-01
360,3,-2.53E+00,-1.62E+00,1.10E-01,-2.39E+00,2.03E+00,1.31E+00,8.00E-02,4.00E-01
361,3,-2.48E+00,-1.65E+00,1.40E-01,-2.36E+00,2.01E+00,1.36E+00,8.00E-02,3.90E-01
362,3,-2.51E+00,-1.67E+00,1.20E-01,-2.36E+00,2.02E+00,1.46E+00,8.00E-02,4.00E-01
363,3,-2.82E+00,-1.81E+00,1.00E-01,-2.33E+00,2.03E+00,1.34E+00,7.00E-02,4.00E-01
364,3,-2.89E+00,-1.82E+00,1.20E-01,-2.27E+00,1.96E+00,1.34E+00,6.00E-02,4.00E-01
365,3.4,-2.76E+00,-1.66E+00,1.80E-01,-2.33E+00,1.89E+00,1.70E+00,8.00E-02,3.90E-01
366,3.5,-2.92E+00,-1.93E+00,1.20E-01,-2.19E+00,1.97E+00,1.44E+00,8.00E-02,4.00E-01
367,3.5,-3.00E+00,-2.02E+00,1.10E-01,-2.14E+00,2.00E+00,1.16E+00,6.00E-02,4.00E-01
368,3.5,-2.99E+00,-1.97E+00,1.30E-01,-2.15E+00,1.96E+00,1.28E+00,6.00E-02,4.00E-01
369,3.5,-2.84E+00,-1.86E+00,1.60E-01,-2.27E+00,2.01E+00,1.33E+00,7.00E-02,4.00E-01
370,3.6,-1.60E+00,3.00E-01,5.20E-01,-4.20E+00,2.28E+00,-7.00E-02,5.00E-02,3.90E-01
371,3.5,-2.80E-01,1.53E+00,8.50E-01,-4.48E+00,1.88E+00,1.02E+00,4.00E-02,3.80E-01
372,3.4,3.50E-01,1.80E+00,8.80E-01,-4.42E+00,1.87E+00,1.01E+00,4.00E-02,3.90E-01
373,3.3,1.50E-01,1.38E+00,6.70E-01,-4.25E+00,2.10E+00,4.90E-01,5.00E-02,3.90E-01
374,3.2,2.80E-01,1.35E+00,6.80E-01,-4.20E+00,2.12E+00,4.00E-01,5.00E-02,4.00E-01
375,3.2,6.20E-01,1.44E+00,6.70E-01,-4.17E+00,2.15E+00,4.80E-01,5.00E-02,4.00E-01
376,3.1,3.90E-01,1.12E+00,5.50E-01,-4.01E+00,2.21E+00,1.90E-01,5.00E-02,3.90E-01
377,3.2,-3.40E-01,-3.00E-02,2.20E-01,-3.13E+00,2.27E+00,1.80E-01,5.00E-02,4.00E-01
378,3.2,-1.68E+00,-1.19E+00,-9.00E-02,-2.86E+00,2.60E+00,-9.80E-01,-1.00E-02,4.20E-01
379,3.2,-2.13E+00,-1.29E+00,-8.00E-02,-2.86E+00,2.51E+00,-4.30E-01,1.00E-02,4.20E-01
380,3.2,-2.47E+00,-1.36E+00,0.00E+00,-2.86E+00,2.36E+00,-5.00E-02,1.00E-02,4.10E-01
381,3.3,-2.74E+00,-1.64E+00,-2.00E-02,-2.54E+00,2.21E+00,2.30E-01,0.00E+00,4.10E-01
382,3.5,-2.60E+00,-1.71E+00,-4.00E-02,-2.52E+00,2.29E+00,1.30E-01,1.00E-02,4.10E-01
383,3.5,-2.53E+00,-1.67E+00,-8.00E-02,-2.42E+00,2.29E+00,2.40E-01,2.00E-02,4.20E-01
384,3.5,-2.57E+00,-1.64E+00,-1.00E-02,-2.39E+00,2.16E+00,4.60E-01,1.00E-02,4.10E-01
385,3,-2.60E+00,-1.70E+00,-2.00E-02,-2.36E+00,2.18E+00,4.80E-01,2.00E-02,4.10E-01
386,3.5,-2.66E+00,-1.70E+00,6.00E-02,-2.42E+00,2.11E+00,7.90E-01,3.00E-02,4.10E-01
387,3.5,-2.42E+00,-1.48E+00,7.00E-02,-2.38E+00,2.00E+00,1.05E+00,2.00E-02,4.00E-01
388,3.5,-2.25E+00,-1.37E+00,1.10E-01,-2.37E+00,1.94E+00,1.22E+00,2.00E-02,4.00E-01
389,3.5,-2.20E+00,-1.42E+00,9.00E-02,-2.33E+00,1.99E+00,1.20E+00,3.00E-02,4.00E-01
390,3.5,-1.87E+00,-1.13E+00,2.10E-01,-2.31E+00,1.74E+00,1.71E+00,2.00E-02,3.80E-01
391,3.5,-1.82E+00,-1.06E+00,1.90E-01,-2.31E+00,1.77E+00,1.69E+00,3.00E-02,3.90E-01
392,3.5,-1.93E+00,-1.26E+00,1.40E-01,-2.26E+00,1.87E+00,1.47E+00,3.00E-02,3.90E-01
393,3.5,-1.54E+00,-9.50E-01,1.90E-01,-2.33E+00,1.80E+00,1.77E+00,4.00E-02,3.90E-01
394,3.5,-5.00E-01,7.20E-01,5.30E-01,-3.62E+00,1.78E+00,1.35E+00,2.00E-02,3.70E-01
395,3.5,1.60E-01,1.45E+00,6.10E-01,-4.27E+00,1.99E+00,6.80E-01,2.00E-02,3.80E-01
396,3.5,1.70E-01,1.22E+00,5.00E-01,-4.14E+00,2.17E+00,1.20E-01,1.00E-02,3.90E-01
397,3.3,3.60E-01,1.24E+00,5.30E-01,-4.08E+00,2.20E+00,-1.00E-01,1.00E-02,4.00E-01
398,3,6.70E-01,1.39E+00,5.20E-01,-4.07E+00,2.27E+00,-9.00E-02,1.00E-02,4.10E-01
399,3,4.40E-01,1.07E+00,4.20E-01,-3.81E+00,2.13E+00,5.10E-01,2.00E-02,3.90E-01
400,3,2.00E-02,3.20E-01,2.60E-01,-3.33E+00,2.20E+00,2.20E-01,2.00E-02,4.00E-01
401,3,2.50E-01,6.30E-01,3.30E-01,-3.59E+00,2.18E+00,4.70E-01,3.00E-02,3.90E-01
402,3,-1.00E-01,6.00E-02,2.10E-01,-3.07E+00,2.14E+00,5.70E-01,4.00E-02,3.90E-01
403,3,-5.00E-01,-2.90E-01,1.80E-01,-2.84E+00,2.10E+00,4.30E-01,2.00E-02,3.90E-01
404,3,-6.70E-01,-5.60E-01,9.00E-02,-2.68E+00,2.19E+00,2.80E-01,2.00E-02,4.00E-01
405,3,-1.10E+00,-1.00E+00,-2.00E-02,-2.51E+00,2.32E+00,-1.30E-01,1.00E-02,4.10E-01
406,3,-1.05E+00,-9.30E-01,-2.00E-02,-2.51E+00,2.26E+00,1.60E-01,2.00E-02,4.10E-01
407,3,-1.43E+00,-1.27E+00,-5.00E-02,-2.32E+00,2.29E+00,-1.80E-01,-1.00E-02,4.10E-01
408,3,-1.54E+00,-1.31E+00,-8.00E-02,-2.18E+00,2.20E+00,-1.30E-01,-1.20E-01,4.70E-01
409,3,-1.55E+00,-1.40E+00,-1.10E-01,-2.14E+00,2.26E+00,-1.20E-01,-2.00E-02,4.20E-01
410,3,-1.60E+00,-1.50E+00,-1.00E-01,-2.05E+00,2.21E+00,-1.00E-01,-5.00E-02,4.30E-01
411,3,-1.61E+00,-1.65E+00,-1.60E-01,-1.87E+00,2.20E+00,2.50E-01,0.00E+00,4.10E-01
412,3,-1.56E+00,-1.67E+00,-1.60E-01,-1.82E+00,2.21E+00,-8.00E-02,-5.00E-02,4.30E-01
413,3,-1.24E+00,-1.48E+00,-1.00E-01,-1.86E+00,2.15E+00,3.00E-01,0.00E+00,4.10E-01
414,3,-1.84E+00,-1.32E+00,1.20E-01,-2.12E+00,1.80E+00,1.48E+00,2.00E-02,3.80E-01
415,3,-2.34E+00,-1.36E+00,1.80E-01,-2.26E+00,1.69E+00,1.64E+00,-2.00E-02,3.90E-01
416,3.1,-2.64E+00,-1.68E+00,1.10E-01,-2.21E+00,1.85E+00,1.37E+00,1.00E-02,3.90E-01
417,3.2,-2.53E+00,-1.53E+00,1.40E-01,-2.27E+00,1.78E+00,1.68E+00,2.00E-02,3.80E-01
418,3.3,-2.21E+00,-9.60E-01,3.00E-01,-2.59E+00,1.62E+00,1.98E+00,0.00E+00,3.80E-01
419,3.4,-1.41E+00,6.70E-01,6.10E-01,-4.19E+00,1.81E+00,1.06E+00,-1.00E-02,3.70E-01
420,3.4,-1.29E+00,8.60E-01,6.60E-01,-4.35E+00,1.80E+00,1.04E+00,-1.00E-02,3.60E-01
421,3.5,-1.18E+00,1.02E+00,6.80E-01,-4.40E+00,1.76E+00,1.28E+00,1.00E-02,3.60E-01
422,3.5,-1.17E+00,9.10E-01,6.90E-01,-4.40E+00,1.82E+00,1.14E+00,1.00E-02,3.60E-01
423,3.6,-1.23E+00,9.00E-01,6.30E-01,-4.30E+00,1.80E+00,1.07E+00,-1.00E-02,3.60E-01
424,3.6,-1.57E+00,1.10E-01,4.40E-01,-3.72E+00,1.92E+00,1.03E+00,1.00E-02,3.70E-01
425,3.7,-2.02E+00,-6.00E-01,2.50E-01,-3.26E+00,2.05E+00,6.90E-01,1.00E-02,3.80E-01
426,3.7,-2.22E+00,-8.80E-01,2.30E-01,-3.04E+00,2.01E+00,6.20E-01,-1.00E-02,3.90E-01
427,3.8,-2.34E+00,-1.13E+00,1.80E-01,-2.74E+00,1.91E+00,1.06E+00,0.00E+00,3.80E-01
