,SMS.I.1..2..pct....silt.,V1,V2,V3,V4V,5V,V6,V7,V8
1,8.9,-9.49E-03,-3.39E+00,3.10E-02,3.85E-03,1.75E-01,-7.98E-02,6.13E-02,-1.24E+00
2,8.7,-5.44E-02,-3.40E+00,-1.33E-01,3.89E-02,1.71E-01,-7.73E-02,2.79E-02,-1.32E+00
3,8.8,-3.69E-03,-3.38E+00,-2.35E-01,7.39E-02,1.79E-01,-7.88E-02,3.11E-02,-1.40E+00
4,8.8,-2.62E-02,-3.35E+00,-2.40E-01,7.74E-02,1.77E-01,-7.92E-02,3.16E-02,-1.37E+00
5,8.8,-1.90E-02,-3.36E+00,-2.91E-01,1.03E-01,1.79E-01,-8.03E-02,3.44E-02,-1.38E+00
6,9,-6.57E-02,-3.33E+00,-3.34E-01,1.10E-01,1.86E-01,-8.53E-02,7.27E-02,-1.39E+00
7,8.8,-1.00E-01,-3.32E+00,-3.13E-01,1.16E-01,1.78E-01,-8.54E-02,3.50E-02,-1.35E+00
8,9,-5.59E-02,-3.30E+00,-3.67E-01,1.25E-01,1.86E-01,-8.62E-02,7.45E-02,-1.36E+00
9,9,-8.72E-02,-3.10E+00,1.21E+00,-3.10E-01,1.10E-01,-6.84E-02,3.26E-02,-2.33E-01
10,8.9,-2.83E-01,-3.11E+00,1.28E+00,-3.05E-01,1.29E-01,-9.98E-02,-1.28E-02,-2.03E-01
11,9.1,-3.60E-01,-3.09E+00,1.25E+00,-2.63E-01,1.80E-01,-1.54E-01,1.53E-02,-2.38E-01
12,8.8,-5.36E-01,-3.07E+00,1.33E+00,-1.99E-01,4.48E+00,-5.36E+00,-1.54E+00,6.41E-02
13,8.9,-5.02E-01,-3.00E+00,1.21E+00,-2.06E-01,3.73E-01,-3.85E-01,-8.53E-02,-3.29E-01
14,8.8,-4.65E-01,-3.54E+00,2.95E+00,-8.51E-01,2.63E-01,-1.68E-01,-1.24E-01,-1.45E+00
15,8.8,-4.30E-01,-3.59E+00,2.92E+00,-8.18E-01,3.09E-01,-2.22E-01,-1.35E-01,-1.46E+00
16,8.9,-3.86E-01,-3.39E+00,2.29E+00,-6.05E-01,1.89E-01,-1.14E-01,-6.96E-02,-1.03E+00
17,9,-2.41E-01,-3.17E+00,1.56E+00,-4.36E-01,1.30E-01,-5.64E-02,1.02E-02,-8.25E-01
18,8.8,-1.67E-01,-3.19E+00,9.25E-01,-2.33E-01,1.44E-01,-6.19E-02,-5.15E-03,-1.05E+00
19,8.8,-2.24E-01,-3.18E+00,7.20E-01,-1.65E-01,1.43E-01,-6.58E-02,3.53E-03,-1.03E+00
20,8.8,-1.83E-01,-3.25E+00,5.18E-01,-1.16E-01,1.45E-01,-6.92E-02,1.06E-02,-1.02E+00
21,8.9,-1.83E-01,-3.23E+00,3.36E-01,-5.91E-02,1.52E-01,-7.20E-02,1.67E-02,-1.12E+00
22,8.8,-1.78E-01,-3.26E+00,1.90E-01,-1.91E-02,1.54E-01,-7.41E-02,2.15E-02,-1.13E+00
23,8.8,-1.45E-01,-3.24E+00,9.17E-02,2.10E-02,1.64E-01,-8.03E-02,2.41E-02,-1.18E+00
24,8.8,-2.57E-01,-3.18E+00,6.12E-02,4.14E-02,1.59E-01,-8.13E-02,2.65E-02,-1.16E+00
25,8.7,-1.66E-01,-3.20E+00,-6.65E-02,8.12E-02,1.68E-01,-8.29E-02,3.02E-02,-1.23E+00
26,8.8,-1.89E-01,-3.28E+00,-2.83E-01,1.29E-01,1.70E-01,-8.60E-02,3.70E-02,-1.27E+00
27,8.7,-2.33E-01,-3.20E+00,-2.74E-01,1.45E-01,1.69E-01,-8.64E-02,3.81E-02,-1.25E+00
28,8.8,-2.22E-01,-3.21E+00,-3.15E-01,1.57E-01,1.70E-01,-8.73E-02,3.99E-02,-1.25E+00
29,8.7,-1.92E-01,-3.17E+00,-3.55E-01,1.77E-01,1.82E-01,-9.22E-02,7.83E-02,-1.27E+00
30,8.7,-1.45E-01,-3.30E+00,-4.86E-01,1.92E-01,1.87E-01,-9.82E-02,8.04E-02,-1.28E+00
31,8.6,-1.11E-01,-3.27E+00,-4.91E-01,2.13E-01,1.82E-01,-9.44E-02,4.47E-02,-1.30E+00
32,8.6,-1.18E-01,-3.27E+00,-5.30E-01,2.29E-01,1.83E-01,-9.52E-02,4.66E-02,-1.30E+00
33,8.5,-1.60E-01,-3.11E+00,1.05E+00,-2.30E-01,1.05E-01,-7.69E-02,2.99E-03,-1.36E-01
34,13.42,9.18E-01,-3.37E-01,5.38E-01,-1.24E+00,-5.93E-02,6.73E-03,-1.62E-01,8.50E-01
35,8.2,-3.49E-01,-2.96E+00,1.07E+00,-1.80E-01,1.02E-01,-8.21E-02,5.47E-03,-9.74E-02
36,8.1,-3.47E-01,-2.92E+00,1.03E+00,-1.49E-01,1.06E-01,-8.28E-02,7.69E-03,-1.39E-01
37,8.1,-3.05E-01,-2.91E+00,1.02E+00,-6.59E-02,1.10E-01,-8.90E-02,1.51E-02,-1.45E-01
38,8,-3.56E-01,-3.49E+00,2.93E+00,-8.21E-01,1.48E-01,-3.94E-02,-8.68E-02,-1.38E+00
39,7.7,-4.29E-01,-3.28E+00,2.19E+00,-5.81E-01,1.30E-01,-5.72E-02,-5.30E-02,-8.86E-01
40,7.8,-4.39E-01,-3.25E+00,2.30E+00,-6.31E-01,1.36E-01,-5.44E-02,-6.05E-02,-9.90E-01
41,7.9,-4.06E-01,-3.25E+00,1.38E+00,-3.13E-01,1.37E-01,-7.29E-02,-1.95E-02,-8.55E-01
42,7.7,-3.47E-01,-3.19E+00,9.48E-01,-1.59E-01,1.55E-01,-7.97E-02,-4.23E-03,-1.01E+00
43,7.7,-3.55E-01,-3.17E+00,6.87E-01,-7.19E-02,1.59E-01,-8.44E-02,5.91E-03,-1.04E+00
44,7.7,-3.85E-01,-3.15E+00,4.71E-01,-1.00E-02,1.70E-01,-9.20E-02,1.14E-02,-1.13E+00
45,7.7,-3.16E-01,-3.19E+00,3.13E-01,3.98E-02,1.73E-01,-9.49E-02,1.77E-02,-1.14E+00
46,7.7,-3.35E-01,-3.23E+00,8.37E-02,8.77E-02,1.79E-01,-9.78E-02,2.35E-02,-1.22E+00
47,7.7,-2.91E-01,-3.21E+00,3.13E-02,1.23E-01,1.81E-01,-9.93E-02,2.72E-02,-1.22E+00
48,7.8,-3.70E-01,-3.23E+00,-5.24E-02,1.91E-01,2.27E-01,-1.50E-01,2.11E-02,-1.28E+00
49,7.5,-3.23E-01,-3.21E+00,-1.62E-01,1.40E-01,1.91E-01,-1.06E-01,2.78E-02,-1.28E+00
50,7.7,-3.05E-01,-3.21E+00,-3.56E-01,1.94E-01,1.94E-01,-1.04E-01,3.52E-02,-1.37E+00
51,7.6,-2.64E-01,-3.28E+00,-3.38E-01,2.32E-01,1.96E-01,-1.14E-01,3.81E-02,-1.27E+00
52,7.6,-4.01E-01,-3.11E+00,-3.16E-01,2.57E-01,1.90E-01,-1.10E-01,4.06E-02,-1.28E+00
53,7.6,-4.90E-01,-3.09E+00,-3.02E-01,2.63E-01,1.86E-01,-1.15E-01,4.07E-02,-1.21E+00
54,7.3,-4.80E-01,-3.11E+00,-3.72E-01,2.97E-01,2.13E-01,-1.38E-01,3.73E-02,-1.28E+00
55,7.5,-4.32E-01,-3.13E+00,-3.89E-01,3.05E-01,2.23E-01,-1.48E-01,3.63E-02,-1.28E+00
56,7.4,-2.98E-01,-3.21E+00,-4.80E-01,3.10E-01,2.16E-01,-1.35E-01,4.08E-02,-1.29E+00
57,7.4,-3.64E-01,-3.18E+00,-7.43E-02,1.90E-01,1.90E-01,-1.31E-01,3.07E-02,-9.27E-01
58,7.1,-4.32E-01,-2.96E+00,1.06E+00,-1.36E-01,1.25E-01,-1.04E-01,1.10E-03,-1.30E-01
59,7.2,-6.68E-01,-3.13E+00,1.16E+00,1.02E-01,8.91E-03,6.62E-02,8.10E-02,-3.94E-01
60,7,-7.40E-01,-3.03E+00,1.08E+00,3.62E-02,-7.50E-03,8.48E-02,7.79E-02,-3.97E-01
61,7,-7.50E-01,-3.07E+00,1.01E+00,4.52E-02,-8.94E-03,8.39E-02,7.97E-02,-3.81E-01
62,6.7,-2.11E-01,-3.83E+00,3.16E+00,2.26E-01,1.63E-02,1.05E-01,7.35E-02,-1.34E+00
63,6.8,-7.06E-01,-3.75E+00,2.88E+00,-5.66E-01,4.50E-02,1.12E-01,-1.06E-02,-1.59E+00
64,7.1,-6.05E-01,-3.48E+00,2.20E+00,-3.50E-01,1.90E-02,1.18E-01,2.49E-02,-1.23E+00
65,7,-5.33E-01,-3.45E+00,1.41E+00,-1.00E-01,2.00E-02,1.07E-01,5.77E-02,-1.12E+00
66,7.1,-3.91E-01,-3.29E+00,8.61E-01,-7.52E-02,2.18E-01,-1.53E-01,-1.48E-02,-1.00E+00
67,7,-3.32E-01,-3.27E+00,5.67E-01,-2.18E-02,1.86E-01,-1.13E-01,3.78E-03,-1.05E+00
68,6.9,-3.44E-01,-3.25E+00,2.90E-01,7.23E-02,1.95E-01,-1.17E-01,1.35E-02,-1.15E+00
69,7,-3.34E-01,-3.25E+00,1.77E-01,1.01E-01,1.97E-01,-1.19E-01,1.74E-02,-1.17E+00
70,6.8,-3.56E-01,-3.28E+00,2.63E-02,1.47E-01,2.02E-01,-1.25E-01,2.16E-02,-1.19E+00
71,7.1,-3.33E-01,-3.28E+00,-2.88E-02,1.61E-01,2.07E-01,-1.31E-01,2.29E-02,-1.18E+00
72,6.8,-3.29E-01,-3.28E+00,-1.03E-01,1.97E-01,2.14E-01,-1.37E-01,2.47E-02,-1.21E+00
73,6.7,-3.23E-01,-3.27E+00,-1.96E-01,2.29E-01,2.18E-01,-1.38E-01,2.77E-02,-1.25E+00
74,6.6,-3.72E-01,-3.26E+00,-2.55E-01,2.41E-01,2.22E-01,-1.43E-01,2.78E-02,-1.26E+00
75,6.7,-3.35E-01,-3.25E+00,-3.02E-01,2.74E-01,2.32E-01,-1.54E-01,2.90E-02,-1.27E+00
76,6.4,-3.40E-01,-3.27E+00,-3.46E-01,2.83E-01,2.37E-01,-1.58E-01,2.82E-02,-1.27E+00
77,6.5,-3.42E-01,-3.33E+00,-4.27E-01,3.08E-01,2.42E-01,-1.69E-01,2.99E-02,-1.25E+00
78,6.2,-3.70E-01,-3.31E+00,-4.85E-01,3.29E-01,2.57E-01,-1.82E-01,2.73E-02,-1.30E+00
79,6.3,-3.83E-01,-3.28E+00,-4.57E-01,3.32E-01,2.67E-01,-1.96E-01,2.40E-02,-1.27E+00
80,6.1,-3.32E-01,-3.29E+00,-5.15E-01,3.54E-01,2.76E-01,-2.01E-01,2.46E-02,-1.30E+00
81,6,-4.35E-01,-3.23E+00,-2.64E-01,2.61E-01,2.75E-01,-2.15E-01,1.03E-02,-1.09E+00
82,5.7,-5.93E-01,-3.15E+00,1.13E+00,1.97E-02,-4.87E-02,1.32E-01,8.67E-02,-3.02E-01
83,5.7,-5.98E-01,-3.05E+00,1.08E+00,-7.72E-03,-4.21E-01,5.72E-01,2.12E-01,-2.75E-01
84,5.6,-5.87E-01,-3.02E+00,1.04E+00,2.09E-02,8.95E-01,-1.03E+00,-2.54E-01,-1.38E-01
85,5.8,8.38E-02,-3.39E+00,1.37E+00,1.37E+00,-2.28E-01,2.49E-01,2.74E-01,2.74E-01
86,5.7,-6.48E-01,-3.62E+00,2.92E+00,-6.31E-01,-2.67E-01,4.73E-01,8.21E-02,-1.49E+00
87,5.6,-6.45E-01,-3.60E+00,2.93E+00,-5.75E-01,-1.33E-01,3.14E-01,4.08E-02,-1.51E+00
88,5.8,-5.83E-01,-3.41E+00,2.28E+00,-2.62E-01,-1.69E-01,3.22E-01,8.95E-02,-1.07E+00
89,5.8,-6.46E-01,-3.29E+00,1.43E+00,-1.36E-01,-2.33E-01,3.97E-01,1.33E-01,-1.02E+00
90,5.8,-5.85E-01,-3.34E+00,9.82E-01,-4.25E-02,-1.69E-01,3.28E-01,1.27E-01,-1.12E+00
91,5.8,-5.87E-01,-3.33E+00,7.45E-01,5.34E-02,-7.74E-02,2.23E-01,1.08E-01,-1.17E+00
92,5.8,-6.38E-01,-3.44E+00,5.74E-01,2.06E-01,4.93E-02,7.61E-02,8.56E-02,-1.24E+00
93,5.8,-5.58E-01,-3.48E+00,3.89E-01,2.49E-01,5.27E-02,7.80E-02,9.17E-02,-1.30E+00
94,5.8,-5.17E-01,-3.30E+00,2.67E-01,1.73E-01,-4.40E-01,6.64E-01,2.53E-01,-1.27E+00
95,5.8,-5.46E-01,-3.44E+00,1.74E-01,2.99E-01,3.98E-02,9.24E-02,1.03E-01,-1.31E+00
96,5.9,-4.99E-01,-3.35E+00,7.70E-02,2.51E-01,-4.90E-02,1.98E-01,1.28E-01,-1.31E+00
97,5.8,-5.24E-01,-3.41E+00,-2.20E-04,3.40E-01,2.45E-02,1.12E-01,1.13E-01,-1.35E+00
98,5.8,-5.05E-01,-3.42E+00,-1.44E-01,3.27E-01,-1.25E-01,2.83E-01,1.63E-01,-1.31E+00
99,5.8,-4.99E-01,-3.39E+00,-1.63E-01,3.27E-01,-2.46E-02,1.73E-01,1.30E-01,-1.37E+00
100,5.6,-4.75E-01,-3.35E+00,-2.07E-01,3.75E-01,-8.33E-02,2.42E-01,1.55E-01,-1.38E+00
101,5.7,-4.37E-01,-3.30E+00,-2.83E-01,3.68E-01,-1.17E+00,1.55E+00,5.38E-01,-1.45E+00
102,5.7,-4.56E-01,-3.30E+00,-2.94E-01,3.73E-01,1.65E+00,-1.86E+00,-4.61E-01,-1.20E+00
103,5.3,-5.07E-01,-3.43E+00,-2.13E-01,3.74E-01,9.43E+00,-1.13E+01,-3.22E+00,-4.17E-01
104,5.6,-4.89E-01,-3.39E+00,-2.61E-01,3.92E-01,9.86E+00,-1.18E+01,-3.37E+00,-4.15E-01
105,5.6,-6.74E-01,-3.16E+00,-2.19E-01,3.72E-01,1.18E+00,-1.31E+00,-2.99E-01,-1.07E+00
106,5.1,-7.31E-01,-3.09E+00,3.29E-01,2.02E-01,-8.54E-01,1.12E+00,3.94E-01,-8.35E-01
107,5.2,-6.81E-01,-2.96E+00,1.14E+00,4.23E-02,6.18E-01,-6.99E-01,-1.58E-01,-1.10E-01
108,5.4,-7.63E-01,-2.96E+00,1.07E+00,2.10E-02,-2.52E-01,3.65E-01,1.53E-01,-2.87E-01
109,5.3,-6.99E-01,-2.93E+00,9.62E-01,5.85E-03,3.58E-01,-3.79E-01,-6.72E-02,-2.04E-01
110,5.5,-4.80E-01,-3.66E+00,2.80E+00,-5.01E-01,3.58E-01,-2.96E-01,-1.29E-01,-1.34E+00
111,5.5,-6.06E-01,-3.44E+00,2.03E+00,-2.64E-01,-1.05E-01,2.44E-01,6.97E-02,-1.00E+00
112,5.5,-5.82E-01,-3.42E+00,1.85E+00,-3.35E-01,-2.37E-01,4.06E-01,1.11E-01,-9.88E-01
113,5.6,-4.89E-01,-3.48E+00,1.21E+00,-1.17E-01,-2.20E-01,3.95E-01,1.36E-01,-1.16E+00
114,5.5,-4.28E-01,-3.53E+00,7.65E-01,4.76E-02,-9.93E-02,2.55E-01,1.16E-01,-1.22E+00
115,5.6,-4.01E-01,-3.55E+00,4.87E-01,1.66E-01,-8.07E-03,1.53E-01,1.02E-01,-1.31E+00
116,5.7,-4.23E-01,-3.56E+00,3.48E-01,2.06E-01,-5.27E-03,1.45E-01,1.06E-01,-1.29E+00
117,5.6,-4.15E-01,-3.51E+00,2.17E-01,2.31E-01,-1.96E-02,1.66E-01,1.15E-01,-1.32E+00
118,6,-3.63E-01,-3.45E+00,8.71E-02,2.31E-01,-3.96E-01,6.18E-01,2.48E-01,-1.35E+00
119,5.7,-3.65E-01,-3.46E+00,-1.01E-02,2.45E-01,-6.24E-01,8.94E-01,3.31E-01,-1.37E+00
120,5.6,-3.49E-01,-3.45E+00,-7.56E-02,2.85E-01,-2.62E-01,4.61E-01,2.08E-01,-1.38E+00
121,5.8,-3.26E-01,-3.45E+00,-1.62E-01,3.15E-01,-3.11E-01,5.21E-01,2.30E-01,-1.41E+00
122,6,-3.52E-01,-3.47E+00,-2.78E-01,3.38E-01,-1.77E-01,3.61E-01,1.87E-01,-1.44E+00
123,6,-3.51E-01,-3.45E+00,-3.15E-01,3.49E-01,-2.57E-01,4.57E-01,2.17E-01,-1.43E+00
124,6,-3.44E-01,-3.44E+00,-3.73E-01,3.76E-01,-1.45E-01,3.24E-01,1.81E-01,-1.45E+00
125,5.9,-3.49E-01,-3.48E+00,-4.34E-01,3.72E-01,-3.83E-01,6.05E-01,2.64E-01,-1.42E+00
126,6,-3.39E-01,-3.45E+00,-4.95E-01,3.89E-01,-6.31E-01,9.08E-01,3.54E-01,-1.46E+00
127,5.7,-3.50E-01,-3.52E+00,-5.12E-01,4.21E-01,-1.56E-01,3.30E-01,1.90E-01,-1.39E+00
128,5.8,-3.02E-01,-3.49E+00,-5.62E-01,4.28E-01,-3.14E-01,5.23E-01,2.47E-01,-1.41E+00
129,5.8,-2.92E-01,-3.36E+00,9.72E-01,-4.97E-02,-5.54E-01,7.44E-01,2.60E-01,-3.23E-01
130,5.8,-3.83E-01,-3.27E+00,9.84E-01,-3.49E-02,-8.98E-01,1.15E+00,3.82E-01,-3.03E-01
131,5.7,-3.53E-01,-3.01E+00,9.29E-01,-1.37E-01,9.18E-02,-5.90E-02,1.11E-02,-1.20E-01
132,5.4,-3.34E-01,-3.24E+00,1.01E+00,2.55E-01,6.17E-01,-7.05E-01,-1.32E-01,-3.42E-02
133,5.5,-5.02E-01,-3.09E+00,9.76E-01,1.74E-02,2.79E+00,-3.31E+00,-9.24E-01,-3.60E-02
134,5.5,-4.50E-01,-3.73E+00,2.86E+00,-7.24E-01,-4.12E-01,6.74E-01,1.28E-01,-1.65E+00
135,5.4,-5.61E-01,-3.76E+00,2.85E+00,-7.64E-01,-3.00E-01,5.29E-01,8.36E-02,-1.58E+00
136,5.2,-4.59E-01,-3.57E+00,1.93E+00,-3.88E-01,-3.17E-01,5.10E-01,1.34E-01,-1.04E+00
137,5.4,-4.13E-01,-3.54E+00,1.20E+00,-1.06E-01,-2.60E-01,4.43E-01,1.51E-01,-1.14E+00
138,5.6,-4.02E-01,-3.48E+00,8.99E-01,-1.76E-02,-5.17E-01,7.55E-01,2.55E-01,-1.19E+00
139,5.5,-4.51E-01,-3.45E+00,6.86E-01,5.58E-02,-5.04E-01,7.38E-01,2.59E-01,-1.20E+00
140,5.6,-4.01E-01,-3.44E+00,4.31E-01,8.98E-02,-8.37E-01,1.15E+00,3.85E-01,-1.36E+00
141,5.7,-3.76E-01,-3.47E+00,2.30E-01,1.85E-01,-2.65E-01,4.67E-01,1.96E-01,-1.41E+00
142,5.7,-3.71E-01,-3.52E+00,9.50E-02,2.26E-01,-3.25E-01,5.35E-01,2.22E-01,-1.40E+00
143,5.3,-3.53E-01,-3.48E+00,3.02E-02,2.66E-01,-2.58E-01,4.59E-01,2.03E-01,-1.42E+00
144,5.6,-3.75E-01,-3.44E+00,-8.69E-02,3.02E-01,-3.06E-01,5.19E-01,2.25E-01,-1.47E+00
145,5.7,-3.60E-01,-3.50E+00,-1.93E-01,3.15E-01,-3.18E-01,5.31E-01,2.32E-01,-1.46E+00
146,5.4,-2.98E-01,-3.53E+00,-3.12E-01,3.54E-01,-3.80E-01,6.13E-01,2.60E-01,-1.53E+00
147,5.5,-2.81E-01,-3.59E+00,-3.62E-01,3.98E-01,-3.16E-01,5.27E-01,2.42E-01,-1.46E+00
148,5.7,-2.48E-01,-3.59E+00,-4.09E-01,4.25E-01,-3.06E-01,5.17E-01,2.43E-01,-1.47E+00
149,5.7,-2.33E-01,-3.60E+00,-4.93E-01,4.48E-01,-3.07E-01,5.20E-01,2.47E-01,-1.49E+00
150,5.5,-1.61E-01,-3.61E+00,-5.47E-01,5.05E-01,-3.69E-01,5.98E-01,2.75E-01,-1.52E+00
151,5.6,-1.45E-01,-3.73E+00,-4.24E-01,5.29E-01,1.37E+01,-1.65E+01,-4.72E+00,-2.09E-01
152,5.5,-1.16E-01,-3.63E+00,-6.16E-01,5.68E-01,1.68E+00,-1.89E+00,-4.45E-01,-1.27E+00
153,5.4,-1.64E-01,-3.58E+00,-6.64E-01,4.82E-01,1.70E+00,-1.91E+00,-4.61E-01,-1.33E+00
154,5.6,-1.10E-01,-3.62E+00,-3.97E-01,5.14E-01,3.03E+00,-3.53E+00,-9.31E-01,-9.61E-01
155,5.5,-9.45E-02,-3.51E+00,5.92E-01,2.30E-01,1.69E+00,-1.96E+00,-5.01E-01,-3.52E-01
156,5.3,-7.10E-02,-3.44E+00,9.78E-01,1.45E-01,2.99E+00,-3.55E+00,-9.77E-01,5.14E-03
157,5.3,-1.20E-01,-3.43E+00,8.91E-01,1.47E-01,-1.95E+00,2.43E+00,7.76E-01,-3.90E-01
158,5.1,-1.31E-01,-4.06E+00,2.97E+00,-6.46E-01,-1.19E+00,1.61E+00,4.12E-01,-1.70E+00
159,5.5,-8.59E-02,-4.04E+00,2.95E+00,-6.49E-01,-1.17E+00,1.59E+00,4.05E-01,-1.74E+00
160,5.2,-9.12E-02,-4.08E+00,2.99E+00,-6.03E-01,-2.76E-01,5.11E-01,9.39E-02,-1.64E+00
161,5.3,-9.19E-02,-3.78E+00,1.71E+00,-1.48E-01,-3.44E-01,5.52E-01,1.74E-01,-1.15E+00
162,5.4,-1.20E-01,-3.80E+00,1.08E+00,2.05E-02,-4.01E-01,6.21E-01,2.18E-01,-1.24E+00
163,5.5,-1.47E-01,-3.79E+00,8.13E-01,1.48E-01,-3.02E-02,1.84E-01,1.06E-01,-1.34E+00
164,5.3,-1.79E-01,-3.81E+00,5.85E-01,2.59E-01,2.99E-02,1.18E-01,9.99E-02,-1.44E+00
165,5.2,-1.41E-01,-3.74E+00,3.53E-01,2.65E-01,-8.23E-01,1.14E+00,4.00E-01,-1.49E+00
166,5.4,-1.16E-01,-3.71E+00,2.56E-01,3.08E-01,-1.52E-01,3.39E-01,1.70E-01,-1.50E+00
167,5.3,-1.16E-01,-3.72E+00,1.52E-01,3.29E-01,-3.11E-01,5.31E-01,2.29E-01,-1.53E+00
168,5.3,-1.33E-01,-3.76E+00,6.93E-03,3.70E-01,-2.16E-01,4.15E-01,2.01E-01,-1.53E+00
169,5.1,-1.18E-01,-3.72E+00,-8.27E-02,4.10E-01,-5.73E-01,8.49E-01,3.32E-01,-1.60E+00
170,5.3,-1.35E-01,-3.68E+00,-1.47E-01,4.18E-01,-5.63E-01,8.39E-01,3.31E-01,-1.63E+00
171,5.3,-1.50E-01,-3.73E+00,-2.34E-01,4.30E-01,-7.78E-01,1.09E+00,4.08E-01,-1.61E+00
172,5.1,-1.69E-01,-3.71E+00,-2.35E-01,4.37E-01,-7.79E-01,1.09E+00,4.09E-01,-1.58E+00
173,5,-1.87E-01,-3.70E+00,-2.51E-01,4.43E-01,1.27E+00,-1.39E+00,-3.18E-01,-1.35E+00
174,5.1,-1.54E-01,-3.63E+00,-3.14E-01,4.84E-01,1.85E+00,-2.09E+00,-5.19E-01,-1.39E+00
175,5.2,-2.13E-01,-3.84E+00,-5.87E-02,4.93E-01,2.23E+01,-2.69E+01,-7.79E+00,5.49E-01
176,5.2,-1.87E-01,-3.55E+00,-4.47E-01,5.11E-01,-3.34E+00,4.20E+00,1.33E+00,-1.86E+00
177,5.1,-2.07E-01,-3.52E+00,4.35E-01,2.73E-01,1.26E+00,-1.41E+00,-3.43E-01,-7.87E-01
178,5,-2.28E-01,-3.40E+00,1.27E+00,3.40E-02,1.78E+00,-2.08E+00,-5.64E-01,-1.74E-01
179,5.1,-2.89E-01,-3.44E+00,1.24E+00,4.17E-02,3.40E+00,-4.05E+00,-1.14E+00,2.00E-02
180,5.2,-2.75E-01,-3.38E+00,1.16E+00,5.77E-02,-1.14E+00,1.45E+00,4.73E-01,-4.30E-01
181,5.1,-2.63E-01,-3.79E+00,1.76E+00,1.27E-01,5.11E+01,-6.17E+01,-1.80E+01,4.25E+00
182,5.2,-2.04E-01,-3.97E+00,3.00E+00,-5.33E-01,-1.09E+00,1.48E+00,3.85E-01,-1.59E+00
183,4.9,-2.57E-01,-3.91E+00,3.01E+00,-5.39E-01,-4.61E-01,7.21E-01,1.61E-01,-1.58E+00
184,5.2,-2.09E-01,-3.75E+00,2.56E+00,-3.39E-01,-7.82E-01,1.09E+00,2.99E-01,-1.32E+00
185,5,-2.20E-01,-3.65E+00,1.96E+00,-3.37E-02,-2.95E-01,4.63E-01,1.60E-01,-8.82E-01
186,5.1,-2.69E-01,-3.59E+00,1.23E+00,1.15E-01,-3.91E-01,5.94E-01,2.18E-01,-1.12E+00
187,5.2,-2.89E-01,-3.59E+00,9.78E-01,1.16E-01,-3.94E-01,6.00E-01,2.23E-01,-1.14E+00
188,5.3,-2.86E-01,-3.59E+00,7.17E-01,1.99E-01,-2.66E-01,4.50E-01,1.90E-01,-1.21E+00
189,5.1,-2.93E-01,-3.57E+00,5.36E-01,2.63E-01,-2.60E-01,4.47E-01,1.96E-01,-1.28E+00
190,5.1,-3.02E-01,-3.52E+00,4.10E-01,3.14E-01,-2.49E-01,4.36E-01,1.98E-01,-1.32E+00
191,5.1,-2.90E-01,-3.59E+00,2.47E-01,3.39E-01,-4.47E-01,6.72E-01,2.72E-01,-1.32E+00
192,5.2,-2.73E-01,-3.58E+00,1.73E-01,3.64E-01,-3.63E-01,5.73E-01,2.47E-01,-1.35E+00
193,5,-2.32E-01,-3.58E+00,4.07E-02,3.80E-01,-1.95E-01,3.83E-01,1.92E-01,-1.44E+00
194,5.1,-2.59E-01,-3.65E+00,-2.89E-01,4.76E-01,-7.44E-02,2.46E-01,1.64E-01,-1.59E+00
195,5.2,-2.97E-01,-3.56E+00,-1.74E-01,4.38E-01,-2.44E-01,4.41E-01,2.17E-01,-1.49E+00
196,4.9,-3.45E-01,-3.46E+00,-1.29E-01,4.58E-01,-1.93E-01,3.80E-01,2.00E-01,-1.48E+00
197,5.1,-2.43E-01,-3.53E+00,-2.11E-01,4.63E-01,-2.25E-01,4.23E-01,2.14E-01,-1.50E+00
198,5.1,-3.13E-01,-3.49E+00,-2.37E-01,4.80E-01,-1.84E-01,3.69E-01,2.01E-01,-1.48E+00
199,5.1,-2.57E-01,-3.53E+00,-3.17E-01,5.36E-01,-1.57E-01,3.37E-01,1.98E-01,-1.49E+00
200,4.8,-2.68E-01,-3.58E+00,-4.68E-01,5.33E-01,-1.03E-01,2.78E-01,1.81E-01,-1.55E+00
201,4.8,-2.23E-01,-3.48E+00,1.22E+00,8.15E-02,-8.77E-02,1.87E-01,1.06E-01,-3.64E-01
202,5,-3.76E-01,-3.28E+00,1.28E+00,5.83E-02,-4.11E-01,5.62E-01,2.13E-01,-2.84E-01
203,5.1,-3.87E-01,-3.30E+00,1.21E+00,8.91E-02,-4.23E-01,5.73E-01,2.21E-01,-2.92E-01
204,4.8,-1.80E-01,-3.32E+00,1.33E+00,6.04E-01,-4.30E-01,5.52E-01,2.70E-01,-1.22E-01
205,4.9,-5.16E-01,-3.18E+00,1.11E+00,6.60E-02,1.06E+00,-1.22E+00,-3.08E-01,-1.86E-01
206,5,-5.04E-01,-3.76E+00,2.99E+00,-4.31E-01,2.91E-03,1.58E-01,9.55E-03,-1.55E+00
207,4.9,-4.56E-01,-3.83E+00,2.96E+00,-3.97E-01,-3.37E-02,1.93E-01,2.44E-02,-1.48E+00
208,4.9,-4.75E-01,-3.65E+00,2.41E+00,-2.66E-01,-3.47E-02,1.76E-01,4.27E-02,-1.19E+00
209,4.9,-1.98E-01,-3.67E+00,1.66E+00,4.15E-01,-6.11E-02,1.65E-01,1.26E-01,-8.47E-01
