,SMS.I.1..2..pct....silt.,V1,V2,V3,V4V,5V,V6,V7,V8
30134,21.7,-9.42E-01,4.14E+00,3.17E-01,-5.49E-01,-1.95E-02,9.11E-03,-6.65E-02,3.25E-01
30135,22,-1.08E+00,4.25E+00,3.38E-01,-5.19E-01,-1.93E-02,8.84E-03,-6.35E-02,3.11E-01
30136,21.2,-1.13E+00,4.18E+00,3.12E-01,-4.72E-01,-2.17E-02,9.42E-03,-6.03E-02,3.30E-01
30137,19.7,-1.09E+00,4.05E+00,3.00E-01,-4.59E-01,-2.05E-02,1.15E-02,-6.28E-02,3.16E-01
30138,18.4,-1.09E+00,3.99E+00,2.77E-01,-4.24E-01,-1.79E-02,1.32E-02,-6.32E-02,2.95E-01
30139,17.7,-1.10E+00,3.88E+00,2.42E-01,-4.13E-01,-3.04E-02,1.75E-02,-9.94E-02,3.44E-01
30140,17.9,-1.02E+00,3.88E+00,2.50E-01,-4.20E-01,-1.66E-02,1.33E-02,-6.34E-02,2.91E-01
30141,17.8,-9.65E-01,3.75E+00,-6.91E-01,-1.96E-01,3.09E-02,2.89E-03,-4.20E-02,-3.80E-01
30142,16.8,-8.51E-01,3.61E+00,-7.11E-01,-1.51E-01,2.32E-02,7.76E-03,-7.63E-02,-3.58E-01
30143,17.1,-6.79E-01,3.45E+00,-8.63E-01,-1.48E-01,3.29E-02,5.90E-03,-7.41E-02,-4.47E-01
30144,16.6,-6.86E-01,3.44E+00,-8.76E-01,-1.26E-01,3.55E-02,6.10E-03,-7.35E-02,-4.81E-01
30145,16.7,-6.38E-01,3.37E+00,-9.91E-01,-1.15E-01,3.76E-02,4.70E-03,-7.13E-02,-5.13E-01
30146,16.9,-6.12E-01,3.40E+00,-9.29E-01,-1.39E-01,3.69E-02,5.14E-03,-7.37E-02,-4.99E-01
30147,17,-5.64E-01,3.40E+00,-9.34E-01,-1.27E-01,3.88E-02,4.62E-03,-7.24E-02,-5.14E-01
30148,16.9,-5.47E-01,3.34E+00,-1.05E+00,-1.16E-01,4.47E-02,3.71E-03,-7.11E-02,-5.95E-01
30149,16.9,-5.49E-01,3.30E+00,-9.81E-01,-1.36E-01,3.97E-02,4.21E-03,-7.23E-02,-5.25E-01
30150,17,-4.84E-01,3.21E+00,-1.03E+00,-1.51E-01,3.95E-02,3.62E-03,-7.22E-02,-5.20E-01
30151,17,-4.87E-01,3.24E+00,-1.01E+00,-1.44E-01,4.20E-02,3.71E-03,-7.22E-02,-5.43E-01
30152,17,-4.51E-01,3.26E+00,-1.03E+00,-1.35E-01,4.66E-02,3.50E-03,-7.21E-02,-5.94E-01
30153,17.2,-5.03E-01,3.26E+00,-8.66E-01,-1.88E-01,3.46E-02,4.83E-03,-7.57E-02,-4.49E-01
30154,18.1,-5.93E-01,3.41E+00,-5.85E-01,-2.85E-01,2.54E-02,2.76E-03,-4.62E-02,-2.50E-01
30155,19.4,-6.00E-01,3.59E+00,2.07E-01,-5.48E-01,-4.76E-03,1.05E-02,-6.92E-02,2.41E-01
30156,19.4,-6.54E-01,3.62E+00,1.89E-01,-4.81E-01,-5.18E-03,9.63E-03,-6.25E-02,2.44E-01
30157,19.1,-8.37E-01,3.71E+00,2.46E-01,-4.44E-01,-9.16E-03,1.00E-02,-5.96E-02,2.75E-01
30158,19.9,-1.03E+00,3.84E+00,2.38E-01,-4.53E-01,-1.02E-02,9.19E-03,-5.85E-02,2.70E-01
30159,19.8,-1.17E+00,3.93E+00,2.55E-01,-4.15E-01,-1.08E-02,9.38E-03,-5.55E-02,2.69E-01
30160,18.2,-1.23E+00,3.82E+00,2.37E-01,-3.37E-01,-1.38E-02,1.09E-02,-5.12E-02,2.99E-01
30161,17.8,-1.18E+00,3.78E+00,2.17E-01,-3.81E-01,-1.07E-02,1.21E-02,-5.72E-02,2.69E-01
30162,27.4,3.27E-01,4.34E+00,-1.08E+00,-9.25E-01,-4.67E-02,-9.26E-04,-1.30E-01,2.51E-01
30163,27.4,2.03E+00,5.39E+00,-7.08E-01,-7.38E-01,1.47E-01,3.46E-04,-1.08E-01,-1.45E+00
30164,26.1,1.57E+00,4.95E+00,-1.80E-01,-8.10E-01,9.58E-02,5.85E-03,-1.09E-01,-8.12E-01
30165,25.7,1.28E+00,4.72E+00,-7.08E-01,-6.38E-01,1.04E-01,-1.04E-03,-8.85E-02,-1.03E+00
30166,25,1.11E+00,4.60E+00,-7.92E-01,-5.75E-01,9.98E-02,-1.73E-03,-8.17E-02,-1.00E+00
30167,24.9,1.02E+00,4.52E+00,-8.43E-01,-5.42E-01,9.78E-02,-2.58E-03,-7.71E-02,-9.86E-01
30168,24.3,9.65E-01,4.42E+00,-9.83E-01,-4.79E-01,1.01E-01,-3.25E-03,-7.21E-02,-1.04E+00
30169,23.8,8.38E-01,4.43E+00,-8.75E-01,-4.69E-01,9.51E-02,-1.81E-03,-7.20E-02,-9.67E-01
30170,23.5,8.46E-01,4.36E+00,-9.09E-01,-4.57E-01,9.56E-02,-1.83E-03,-7.08E-02,-9.66E-01
30171,23.4,7.92E-01,4.31E+00,-9.47E-01,-4.24E-01,9.34E-02,-2.54E-03,-6.71E-02,-9.56E-01
30172,23.1,7.20E-01,4.29E+00,-9.86E-01,-4.15E-01,9.15E-02,-2.73E-03,-6.61E-02,-9.48E-01
30173,23.1,6.67E-01,4.25E+00,-9.85E-01,-4.04E-01,8.94E-02,-3.14E-03,-6.41E-02,-9.27E-01
30174,22.8,6.48E-01,4.22E+00,-1.08E+00,-3.64E-01,9.28E-02,-4.12E-03,-6.05E-02,-9.73E-01
30175,22.7,6.78E-01,4.15E+00,-1.05E+00,-3.75E-01,9.23E-02,-3.44E-03,-6.15E-02,-9.51E-01
30176,22.4,6.37E-01,4.09E+00,-1.12E+00,-3.41E-01,9.32E-02,-4.44E-03,-5.78E-02,-9.70E-01
30177,22.5,5.60E-01,4.17E+00,-9.83E-01,-3.71E-01,8.53E-02,-3.28E-03,-6.07E-02,-8.84E-01
30178,22.6,5.10E-01,4.20E+00,-8.13E-01,-3.93E-01,7.62E-02,-2.05E-03,-6.23E-02,-7.64E-01
30179,23.7,4.11E-01,4.37E+00,2.15E-01,-7.33E-01,2.51E-02,8.13E-03,-9.09E-02,-2.19E-02
30180,24.4,1.96E-01,4.53E+00,2.66E-01,-7.16E-01,2.14E-02,7.60E-03,-8.78E-02,-3.55E-03
30181,24.5,-3.10E-02,4.65E+00,2.91E-01,-6.65E-01,1.79E-02,7.37E-03,-8.26E-02,2.28E-02
30182,24.6,-1.93E-01,4.80E+00,3.20E-01,-5.78E-01,1.79E-02,6.44E-03,-7.46E-02,1.05E-02
30183,24.3,-3.99E-01,4.86E+00,3.35E-01,-5.39E-01,1.13E-02,6.81E-03,-7.10E-02,6.55E-02
30184,23.5,-4.81E-01,4.82E+00,3.37E-01,-5.06E-01,1.06E-02,8.12E-03,-7.05E-02,5.95E-02
30185,22.1,-4.42E-01,4.67E+00,2.93E-01,-5.27E-01,1.39E-02,1.05E-02,-7.63E-02,2.21E-02
30186,22.1,-3.94E-01,4.64E+00,2.80E-01,-4.94E-01,1.39E-02,9.69E-03,-7.27E-02,2.44E-02
30187,21.4,-4.04E-01,4.58E+00,2.92E-01,-4.82E-01,1.24E-02,1.08E-02,-7.35E-02,4.24E-02
30188,21.3,-3.76E-01,4.48E+00,2.72E-01,-4.91E-01,1.08E-02,1.05E-02,-7.32E-02,6.02E-02
30189,21.1,-3.20E-01,4.39E+00,-1.77E-01,-3.69E-01,3.37E-02,5.54E-03,-6.19E-02,-2.63E-01
30190,20.3,-2.14E-01,4.25E+00,-7.09E-01,-2.07E-01,6.39E-02,5.13E-04,-4.86E-02,-6.61E-01
30191,20.2,-1.29E-01,4.15E+00,-7.70E-01,-2.06E-01,6.64E-02,-6.63E-05,-4.80E-02,-6.74E-01
30192,19.9,-2.65E-02,3.97E+00,-8.84E-01,-2.07E-01,7.18E-02,-7.47E-04,-4.71E-02,-7.18E-01
30193,20,-6.68E-02,4.06E+00,-8.19E-01,-1.99E-01,6.96E-02,-6.46E-04,-4.72E-02,-7.11E-01
30194,20.4,-1.59E-02,4.05E+00,-8.28E-01,-2.20E-01,7.03E-02,-1.38E-03,-4.78E-02,-7.18E-01
30195,19.9,5.72E-03,3.96E+00,-8.85E-01,-1.84E-01,6.37E-02,2.51E-03,-8.20E-02,-7.40E-01
30196,20.3,4.60E-02,3.93E+00,-9.79E-01,-1.99E-01,7.45E-02,-3.11E-03,-4.46E-02,-7.75E-01
30197,20.4,6.03E-02,3.87E+00,-1.05E+00,-1.90E-01,7.65E-02,-4.18E-03,-4.28E-02,-8.11E-01
30198,20.1,8.43E-02,3.86E+00,-1.07E+00,-1.77E-01,7.95E-02,-3.94E-03,-4.27E-02,-8.43E-01
30199,20.1,1.06E-01,3.83E+00,-1.03E+00,-1.95E-01,7.80E-02,-3.62E-03,-4.39E-02,-8.14E-01
30200,20.2,1.19E-01,3.85E+00,-1.05E+00,-1.86E-01,8.01E-02,-4.20E-03,-4.31E-02,-8.39E-01
30201,20.4,8.82E-02,3.87E+00,-8.58E-01,-2.52E-01,6.76E-02,-2.32E-03,-4.85E-02,-6.83E-01
30202,20.6,6.55E-02,3.96E+00,-6.79E-01,-2.89E-01,6.31E-02,-9.77E-04,-5.22E-02,-6.10E-01
30203,22,2.93E-03,4.08E+00,2.39E-01,-5.77E-01,1.53E-02,7.19E-03,-7.45E-02,6.44E-02
30204,22.7,-1.51E-01,4.25E+00,2.68E-01,-5.45E-01,1.47E-02,6.15E-03,-7.02E-02,6.36E-02
30205,22.9,-4.11E-01,4.41E+00,3.08E-01,-5.37E-01,1.10E-02,6.49E-03,-6.93E-02,8.65E-02
30206,23,-5.99E-01,4.56E+00,3.23E-01,-4.90E-01,1.00E-02,6.43E-03,-6.56E-02,8.11E-02
30207,22.9,-7.75E-01,4.62E+00,3.60E-01,-4.21E-01,4.20E-03,6.17E-03,-5.85E-02,1.27E-01
30208,22.1,-8.36E-01,4.58E+00,3.37E-01,-3.94E-01,3.23E-03,7.29E-03,-5.82E-02,1.30E-01
30209,20.7,-8.04E-01,4.45E+00,3.05E-01,-4.19E-01,5.11E-03,9.84E-03,-6.47E-02,1.03E-01
30210,20.2,-7.72E-01,4.41E+00,3.06E-01,-3.74E-01,6.26E-03,9.85E-03,-6.14E-02,9.46E-02
30211,20,-7.19E-01,4.37E+00,2.99E-01,-3.76E-01,7.16E-03,9.77E-03,-6.20E-02,8.76E-02
30212,20,-6.45E-01,4.30E+00,2.73E-01,-3.76E-01,1.13E-02,9.29E-03,-6.16E-02,5.64E-02
30213,19.3,-5.96E-01,4.11E+00,-1.85E-01,-2.60E-01,2.89E-02,5.29E-03,-5.10E-02,-2.06E-01
30214,18.8,-4.74E-01,3.99E+00,-7.68E-01,-9.07E-02,6.22E-02,-5.45E-04,-3.66E-02,-6.46E-01
30215,18.8,-3.94E-01,3.88E+00,-8.85E-01,-7.23E-02,6.82E-02,-2.42E-03,-3.34E-02,-7.07E-01
30216,18.2,-3.05E-01,3.77E+00,-9.18E-01,-6.50E-02,6.29E-02,2.44E-03,-7.08E-02,-7.15E-01
30217,17.8,-2.71E-01,3.64E+00,-9.64E-01,-7.58E-02,5.96E-02,2.55E-03,-7.12E-02,-6.83E-01
30218,18,-1.42E-01,3.62E+00,-1.09E+00,-4.72E-02,7.28E-02,8.26E-04,-6.89E-02,-8.27E-01
30219,17.8,-7.47E-02,3.55E+00,-1.13E+00,-2.68E-02,7.56E-02,1.37E-04,-6.67E-02,-8.41E-01
30220,17.9,-9.34E-02,3.56E+00,-1.13E+00,-5.10E-02,7.38E-02,4.13E-04,-6.90E-02,-8.38E-01
30221,17.8,-7.91E-02,3.53E+00,-1.16E+00,-4.14E-02,7.51E-02,-1.17E-04,-6.79E-02,-8.51E-01
30222,17.9,-4.37E-02,3.50E+00,-1.13E+00,-6.65E-02,7.27E-02,1.15E-04,-6.96E-02,-8.18E-01
30223,18.1,-9.92E-03,3.47E+00,-1.15E+00,-6.75E-02,7.51E-02,-5.46E-04,-6.89E-02,-8.45E-01
30224,18.1,-1.16E-02,3.51E+00,-1.11E+00,-7.83E-02,7.45E-02,-1.42E-04,-7.03E-02,-8.37E-01
30225,18.7,-7.25E-02,3.62E+00,-9.19E-01,-1.39E-01,7.24E-02,-2.93E-03,-3.83E-02,-7.21E-01
30226,19.1,-1.44E-01,3.70E+00,-7.43E-01,-1.93E-01,6.10E-02,-1.75E-03,-4.23E-02,-5.93E-01
30227,20.5,-2.44E-01,3.87E+00,1.55E-02,-4.48E-01,2.51E-02,5.06E-03,-6.30E-02,-7.23E-02
30228,21.5,-4.51E-01,4.05E+00,3.04E-01,-4.98E-01,8.03E-03,6.15E-03,-6.45E-02,1.40E-01
30229,22,-5.90E-01,4.16E+00,3.18E-01,-4.37E-01,4.71E-03,5.08E-03,-5.72E-02,1.59E-01
30230,21.8,-8.40E-01,4.29E+00,3.34E-01,-4.14E-01,3.43E-03,5.69E-03,-5.62E-02,1.55E-01
30231,22,-9.86E-01,4.43E+00,3.52E-01,-3.74E-01,4.20E-03,5.37E-03,-5.27E-02,1.40E-01
30232,21.1,-1.03E+00,4.36E+00,3.24E-01,-3.54E-01,2.88E-03,6.85E-03,-5.31E-02,1.43E-01
30233,19.5,-9.27E-01,4.23E+00,3.19E-01,-3.00E-01,6.84E-03,8.60E-03,-5.25E-02,1.05E-01
30234,19,-9.34E-01,4.16E+00,3.07E-01,-2.97E-01,5.67E-03,9.08E-03,-5.26E-02,1.20E-01
30235,18.6,-8.93E-01,4.08E+00,2.72E-01,-3.05E-01,5.97E-03,9.51E-03,-5.43E-02,1.16E-01
30236,18.5,-8.03E-01,3.99E+00,2.53E-01,-2.94E-01,9.71E-03,8.82E-03,-5.27E-02,9.41E-02
30237,18.1,-7.27E-01,3.83E+00,-5.11E-01,-8.67E-02,4.68E-02,6.17E-04,-3.32E-02,-4.37E-01
30238,17.2,-6.41E-01,3.69E+00,-7.23E-01,-2.94E-02,4.66E-02,3.66E-03,-6.62E-02,-5.33E-01
30239,17.1,-5.46E-01,3.61E+00,-7.98E-01,-2.08E-02,6.15E-02,-1.09E-03,-2.85E-02,-5.98E-01
30240,16.7,-4.18E-01,3.49E+00,-8.85E-01,-4.40E-03,6.49E-02,2.63E-03,-6.47E-02,-6.98E-01
30241,16.8,-4.35E-01,3.52E+00,-8.68E-01,-9.07E-03,6.13E-02,2.32E-03,-6.47E-02,-6.77E-01
30242,16.9,-3.81E-01,3.47E+00,-9.96E-01,3.22E-03,6.74E-02,7.79E-04,-6.28E-02,-7.52E-01
30243,16.6,-3.31E-01,3.40E+00,-9.64E-01,1.17E-02,6.42E-02,1.28E-03,-6.24E-02,-7.05E-01
30244,16.6,-2.94E-01,3.33E+00,-1.07E+00,1.56E-02,6.91E-02,2.35E-04,-6.14E-02,-7.71E-01
30245,16.5,-2.57E-01,3.29E+00,-1.15E+00,1.72E-02,7.29E-02,-4.00E-04,-6.11E-02,-8.13E-01
30246,16.7,-2.09E-01,3.27E+00,-1.13E+00,1.65E-02,7.35E-02,-7.85E-04,-6.05E-02,-8.12E-01
30247,16.7,-1.76E-01,3.24E+00,-1.12E+00,4.70E-03,7.33E-02,-6.38E-04,-6.14E-02,-8.04E-01
30248,16.6,-1.79E-01,3.27E+00,-1.13E+00,1.00E-02,7.51E-02,-7.51E-04,-6.16E-02,-8.37E-01
30249,17,-2.87E-01,3.32E+00,-9.45E-01,-4.05E-02,6.17E-02,3.35E-04,-6.48E-02,-6.92E-01
30250,17.7,-3.25E-01,3.47E+00,-7.27E-01,-1.03E-01,6.09E-02,-2.26E-03,-3.34E-02,-5.78E-01
30251,19.4,-3.94E-01,3.68E+00,1.52E-01,-4.03E-01,2.14E-02,5.77E-03,-5.81E-02,9.52E-03
30252,20.5,-5.80E-01,3.86E+00,3.22E-01,-4.18E-01,1.21E-02,5.33E-03,-5.65E-02,1.17E-01
30253,20.9,-7.64E-01,4.02E+00,3.44E-01,-3.70E-01,1.24E-02,4.63E-03,-5.15E-02,1.06E-01
30254,20.8,-9.78E-01,4.09E+00,3.46E-01,-3.18E-01,6.16E-03,4.49E-03,-4.62E-02,1.41E-01
30255,20.7,-1.18E+00,4.21E+00,3.84E-01,-2.48E-01,2.75E-03,4.25E-03,-3.98E-02,1.66E-01
30256,20,-1.19E+00,4.19E+00,3.45E-01,-2.35E-01,6.20E-03,5.29E-03,-4.11E-02,1.29E-01
30257,18.6,-6.94E-01,3.86E+00,5.33E-01,4.87E-01,-2.08E-02,-4.56E-03,3.32E-02,4.00E-01
30258,18.2,-9.18E-01,3.90E+00,4.18E-01,1.16E-01,-8.13E-03,2.15E-03,-7.40E-03,2.72E-01
30259,17.8,-7.53E-01,3.72E+00,4.18E-01,2.90E-01,-1.29E-02,-8.67E-04,1.15E-02,3.22E-01
30260,17.4,-9.90E-01,3.81E+00,2.71E-01,-2.11E-01,1.04E-02,7.91E-03,-4.38E-02,9.73E-02
30261,17.4,-9.22E-01,3.75E+00,2.29E-01,-2.21E-01,1.04E-02,7.49E-03,-4.40E-02,1.09E-01
30262,16.4,-8.81E-01,3.53E+00,-7.65E-01,7.52E-02,5.78E-02,-3.05E-03,-1.70E-02,-5.80E-01
30263,16.2,-8.04E-01,3.53E+00,-7.22E-01,5.84E-02,6.01E-02,-1.94E-03,-2.02E-02,-5.87E-01
30264,16.5,-7.38E-01,3.48E+00,-7.59E-01,5.41E-02,6.35E-02,-2.83E-03,-1.95E-02,-6.17E-01
30265,16.3,-7.31E-01,3.44E+00,-7.73E-01,5.83E-02,6.39E-02,-2.84E-03,-1.92E-02,-6.24E-01
30266,16.4,-6.41E-01,3.37E+00,-8.50E-01,6.28E-02,6.85E-02,-3.78E-03,-1.81E-02,-6.68E-01
30267,16.2,-5.99E-01,3.31E+00,-8.79E-01,7.77E-02,6.87E-02,-4.46E-03,-1.62E-02,-6.62E-01
30268,15.9,-5.73E-01,3.27E+00,-9.03E-01,7.13E-02,6.24E-02,1.40E-04,-5.46E-02,-6.81E-01
30269,15.7,-5.19E-01,3.22E+00,-1.04E+00,1.12E-01,7.09E-02,-1.49E-03,-5.09E-02,-7.82E-01
30270,15.8,-5.33E-01,3.24E+00,-9.79E-01,9.19E-02,6.79E-02,-8.73E-04,-5.28E-02,-7.47E-01
30271,15.8,-5.07E-01,3.20E+00,-9.90E-01,7.89E-02,6.65E-02,-9.59E-04,-5.35E-02,-7.34E-01
30272,15.9,-4.83E-01,3.23E+00,-9.91E-01,8.40E-02,7.92E-02,-5.33E-03,-1.65E-02,-7.84E-01
30273,16.4,-5.44E-01,3.30E+00,-7.91E-01,2.00E-02,6.66E-02,-3.75E-03,-2.15E-02,-6.35E-01
30274,17.2,-6.68E-01,3.43E+00,-4.85E-01,-6.67E-02,4.84E-02,-1.80E-03,-2.78E-02,-4.25E-01
30275,19.1,-6.94E-01,3.66E+00,3.24E-01,-3.44E-01,1.57E-02,5.06E-03,-5.04E-02,8.54E-02
30276,19.6,-8.78E-01,3.81E+00,3.65E-01,-3.08E-01,1.42E-02,4.45E-03,-4.62E-02,8.28E-02
30277,20.2,-1.11E+00,3.96E+00,4.10E-01,-2.81E-01,7.62E-03,3.72E-03,-4.20E-02,1.32E-01
30278,20,-1.23E+00,4.02E+00,4.47E-01,-8.38E-02,-1.30E-03,1.12E-03,-2.16E-02,2.04E-01
30279,20,-1.45E+00,4.11E+00,3.98E-01,-1.62E-01,2.25E-03,2.82E-03,-3.05E-02,1.58E-01
30280,18.6,-1.44E+00,3.98E+00,3.73E-01,-1.52E-01,2.48E-03,5.00E-03,-3.28E-02,1.47E-01
30281,18,-1.46E+00,3.99E+00,3.99E-01,-1.47E-01,2.54E-03,5.95E-03,-3.45E-02,1.39E-01
30282,17.9,-1.31E+00,3.86E+00,4.10E-01,3.55E-02,-2.50E-03,2.52E-03,-1.43E-02,1.96E-01
30283,17.2,-9.09E-01,3.67E+00,5.97E-01,6.87E-01,-2.58E-02,-7.16E-03,5.36E-02,4.36E-01
30284,16.9,-8.35E-01,3.59E+00,5.87E-01,7.22E-01,-2.45E-02,-7.71E-03,5.72E-02,4.31E-01
30285,16.8,-1.28E+00,3.68E+00,3.09E-01,-1.26E-01,7.21E-03,5.88E-03,-3.31E-02,1.20E-01
30286,16,-1.24E+00,3.60E+00,-4.62E-01,1.16E-01,4.81E-02,-1.99E-03,-1.27E-02,-4.63E-01
30287,15.8,-1.08E+00,3.44E+00,-7.34E-01,1.66E-01,6.36E-02,-4.61E-03,-7.53E-03,-6.40E-01
30288,15.4,-1.04E+00,3.33E+00,-7.27E-01,1.53E-01,6.11E-02,-3.95E-03,-8.57E-03,-5.97E-01
30289,15.1,-9.78E-01,3.25E+00,-7.99E-01,1.61E-01,6.33E-02,-4.43E-03,-7.76E-03,-6.14E-01
30290,15,-9.29E-01,3.26E+00,-7.88E-01,1.67E-01,6.86E-02,-4.25E-03,-8.40E-03,-6.63E-01
30291,15.1,-8.50E-01,3.21E+00,-8.81E-01,1.88E-01,7.26E-02,-5.49E-03,-5.87E-03,-7.11E-01
30292,15,-8.28E-01,3.15E+00,-1.02E+00,2.04E-01,7.78E-02,-7.01E-03,-3.69E-03,-7.86E-01
30293,14.4,-7.90E-01,3.15E+00,-1.00E+00,2.20E-01,7.39E-02,-1.83E-03,-4.17E-02,-8.20E-01
30294,14.4,-7.53E-01,3.05E+00,-9.99E-01,1.99E-01,7.06E-02,-1.89E-03,-4.23E-02,-7.75E-01
30295,14.5,-7.45E-01,3.06E+00,-1.01E+00,2.00E-01,7.13E-02,-2.49E-03,-4.17E-02,-7.81E-01
30296,14.5,-7.09E-01,3.03E+00,-9.83E-01,1.82E-01,7.00E-02,-2.04E-03,-4.32E-02,-7.57E-01
30297,15.2,-7.94E-01,3.19E+00,-7.68E-01,1.32E-01,7.04E-02,-5.02E-03,-1.06E-02,-6.69E-01
30298,15.9,-8.26E-01,3.26E+00,-5.62E-01,6.03E-02,5.84E-02,-3.61E-03,-1.58E-02,-5.19E-01
30299,17.7,-9.03E-01,3.42E+00,3.06E-01,-2.46E-01,1.48E-02,4.30E-03,-4.03E-02,1.09E-01
30300,18.7,-1.05E+00,3.57E+00,3.35E-01,-2.20E-01,1.51E-02,2.76E-03,-3.56E-02,9.21E-02
30301,19,-1.23E+00,3.71E+00,3.85E-01,-1.41E-01,1.31E-02,1.73E-03,-2.74E-02,1.05E-01
30302,18.9,-1.43E+00,3.82E+00,3.97E-01,-9.79E-02,9.31E-03,1.66E-03,-2.32E-02,1.29E-01
30303,19.2,-1.61E+00,3.93E+00,4.16E-01,-7.41E-02,6.62E-03,1.36E-03,-2.03E-02,1.37E-01
30304,18.1,-1.66E+00,3.88E+00,4.00E-01,-3.76E-02,7.03E-03,3.04E-03,-2.00E-02,1.23E-01
30305,16.5,-1.61E+00,3.75E+00,3.75E-01,-3.52E-02,8.57E-03,4.94E-03,-2.34E-02,1.10E-01
30306,16.1,-1.50E+00,3.66E+00,4.23E-01,1.87E-01,1.07E-03,1.74E-03,-4.81E-04,1.82E-01
30307,16,-1.50E+00,3.66E+00,3.59E-01,1.69E-02,1.12E-02,4.25E-03,-1.92E-02,9.02E-02
30308,15.3,-1.50E+00,3.62E+00,3.28E-01,-4.34E-02,1.56E-02,6.22E-03,-2.75E-02,5.16E-02
30309,14.8,-1.43E+00,3.42E+00,-5.16E-01,1.84E-01,5.44E-02,-2.80E-03,-5.73E-03,-5.09E-01
30310,14.6,-1.35E+00,3.32E+00,-5.70E-01,2.30E-01,5.67E-02,-4.04E-03,-7.78E-04,-5.33E-01
30311,14.3,-1.29E+00,3.23E+00,-6.55E-01,2.40E-01,5.91E-02,-4.65E-03,3.78E-04,-5.54E-01
30312,13.7,-1.20E+00,3.18E+00,-7.85E-01,2.88E-01,6.31E-02,-1.19E-03,-3.40E-02,-6.87E-01
30313,13.8,-1.09E+00,3.10E+00,-7.86E-01,2.64E-01,7.32E-02,-5.31E-03,1.38E-03,-6.85E-01
30314,13.4,-1.07E+00,3.04E+00,-9.03E-01,2.88E-01,7.11E-02,-1.95E-03,-3.38E-02,-7.63E-01
30315,13.4,-9.86E-01,2.99E+00,-9.62E-01,3.16E-01,7.33E-02,-3.18E-03,-3.07E-02,-7.83E-01
30316,13,-9.96E-01,2.93E+00,-1.03E+00,3.03E-01,7.41E-02,-2.75E-03,-3.26E-02,-8.07E-01
30317,13.1,-9.56E-01,2.94E+00,-9.36E-01,2.91E-01,7.33E-02,-2.22E-03,-3.38E-02,-7.76E-01
30318,13.1,-8.85E-01,2.89E+00,-9.87E-01,2.91E-01,7.58E-02,-2.78E-03,-3.34E-02,-7.93E-01
30319,13,-8.92E-01,2.87E+00,-9.94E-01,2.93E-01,7.57E-02,-2.95E-03,-3.31E-02,-8.00E-01
30320,12.9,-9.13E-01,2.86E+00,-9.98E-01,2.91E-01,7.38E-02,-2.91E-03,-3.33E-02,-7.92E-01
30321,13.8,-9.91E-01,3.02E+00,-7.68E-01,2.18E-01,7.03E-02,-5.63E-03,-2.14E-03,-6.60E-01
30322,14.7,-1.04E+00,3.17E+00,-4.71E-01,1.33E-01,5.75E-02,-3.61E-03,-9.10E-03,-4.93E-01
30323,16.7,-1.14E+00,3.34E+00,3.63E-01,-1.46E-01,1.87E-02,3.21E-03,-3.06E-02,7.83E-02
30324,18,-1.32E+00,3.57E+00,4.19E-01,-1.37E-01,1.53E-02,1.83E-03,-2.74E-02,9.26E-02
30325,18.3,-1.58E+00,3.74E+00,4.82E-01,-8.94E-02,1.07E-02,1.52E-03,-2.24E-02,1.16E-01
30326,18.3,-1.78E+00,3.84E+00,4.83E-01,-1.29E-02,7.03E-03,6.33E-04,-1.46E-02,1.34E-01
30327,18.5,-1.90E+00,3.90E+00,4.64E-01,1.85E-02,6.69E-03,1.86E-04,-1.11E-02,1.26E-01
30328,17.6,-1.93E+00,3.85E+00,4.48E-01,5.16E-02,8.20E-03,1.16E-03,-1.02E-02,1.02E-01
30329,15.9,-1.77E+00,3.66E+00,4.65E-01,2.24E-01,1.32E-03,4.52E-04,4.70E-03,1.72E-01
30330,15.3,-1.87E+00,3.68E+00,3.88E-01,4.41E-02,1.20E-02,4.45E-03,-1.68E-02,6.91E-02
30331,14.7,-1.73E+00,3.52E+00,4.14E-01,2.27E-01,2.34E-03,1.71E-03,2.71E-03,1.67E-01
30332,14.3,-1.67E+00,3.40E+00,-3.72E-01,4.54E-01,4.20E-02,-7.14E-03,2.37E-02,-4.05E-01
30333,13.9,-1.69E+00,3.38E+00,-4.75E-01,2.65E-01,5.72E-02,-3.76E-03,2.00E-03,-5.45E-01
30334,13,-1.63E+00,3.23E+00,-5.84E-01,2.93E-01,5.74E-02,-3.69E-03,3.75E-03,-5.54E-01
30335,12.8,-1.47E+00,3.12E+00,-7.53E-01,3.66E-01,7.18E-02,-6.24E-03,1.08E-02,-6.98E-01
30336,12.7,-1.42E+00,3.08E+00,-7.26E-01,3.54E-01,7.26E-02,-5.84E-03,9.50E-03,-6.92E-01
30337,12.2,-1.43E+00,3.04E+00,-7.39E-01,3.64E-01,6.06E-02,-1.42E-03,-2.70E-02,-6.65E-01
30338,12,-1.39E+00,3.01E+00,-7.91E-01,3.35E-01,6.55E-02,-9.16E-04,-3.08E-02,-7.14E-01
30339,12.1,-1.25E+00,2.87E+00,-9.07E-01,4.03E-01,7.17E-02,-3.57E-03,-2.24E-02,-7.75E-01
30340,11.7,-1.21E+00,2.83E+00,-9.08E-01,3.81E-01,7.22E-02,-2.50E-03,-2.56E-02,-7.74E-01
30341,11.5,-1.15E+00,2.82E+00,-9.97E-01,4.13E-01,8.07E-02,-3.51E-03,-2.32E-02,-8.62E-01
