,SMS.I.1..20..pct....silt.,V1,V2,V3,V4,V5,V6,7,V8
1,5.2,4.32E-01,1.40E+00,-9.77E-01,-3.85E-03,1.95E-01,2.41E-01,-6.26E-01,-1.92E-01
2,5.1,3.99E-01,1.34E+00,-1.16E+00,-4.13E-03,2.15E-01,3.44E-01,-6.27E-01,-1.80E-01
3,5.4,4.02E-01,1.27E+00,-1.23E+00,-3.14E-03,2.57E-01,3.86E-01,-6.09E-01,-1.77E-01
4,5.4,3.99E-01,1.25E+00,-1.25E+00,-3.62E-03,2.54E-01,3.59E-01,-6.11E-01,-1.76E-01
5,5.4,3.91E-01,1.21E+00,-1.28E+00,-4.18E-03,2.52E-01,3.55E-01,-6.18E-01,-1.76E-01
6,5.3,3.77E-01,1.18E+00,-1.35E+00,-4.85E-03,2.46E-01,3.96E-01,-6.25E-01,-1.79E-01
7,5.2,3.74E-01,1.18E+00,-1.34E+00,-5.51E-03,2.32E-01,3.64E-01,-6.32E-01,-1.79E-01
8,5.4,3.77E-01,1.13E+00,-1.36E+00,-5.32E-03,2.52E-01,3.36E-01,-6.24E-01,-1.76E-01
9,5.4,5.45E-01,1.78E+00,2.30E-01,-7.42E-03,3.53E-02,-1.13E+00,-6.72E-01,-1.49E-01
10,5,4.87E-01,1.80E+00,2.21E-01,-8.48E-03,1.36E-02,-1.16E+00,-7.10E-01,-2.02E-01
11,4.9,4.75E-01,1.75E+00,1.49E-01,-9.00E-03,1.64E-02,-1.12E+00,-7.15E-01,-2.03E-01
12,5.1,4.45E-01,1.70E+00,9.39E-02,-8.05E-03,5.21E-02,-1.08E+00,-7.15E-01,-2.67E-01
13,5.2,4.43E-01,1.66E+00,2.43E-02,-7.73E-03,7.18E-02,-1.04E+00,-7.04E-01,-2.67E-01
14,5,7.49E-01,3.37E+00,1.11E+00,2.80E-02,2.34E-01,1.02E+00,-4.96E-01,-2.46E-01
15,5,7.72E-01,3.35E+00,1.09E+00,2.72E-02,2.17E-01,1.02E+00,-4.91E-01,-1.82E-01
16,4.9,6.85E-01,2.77E+00,7.11E-01,1.37E-02,1.29E-01,3.28E-01,-5.65E-01,-1.90E-01
17,5.3,6.02E-01,2.21E+00,2.27E-01,5.03E-03,1.31E-01,-4.39E-02,-5.99E-01,-1.83E-01
18,5.6,5.39E-01,1.84E+00,-3.00E-01,2.62E-03,1.91E-01,1.27E-01,-5.95E-01,-1.84E-01
19,5.3,5.01E-01,1.71E+00,-4.97E-01,-2.17E-04,1.76E-01,1.18E-01,-6.14E-01,-1.87E-01
20,5,4.70E-01,1.61E+00,-6.31E-01,-2.82E-03,1.52E-01,8.91E-02,-6.35E-01,-1.90E-01
21,5.2,4.54E-01,1.50E+00,-8.14E-01,-3.03E-03,1.82E-01,1.73E-01,-6.25E-01,-1.91E-01
22,5,4.33E-01,1.43E+00,-9.31E-01,-4.40E-03,1.76E-01,1.93E-01,-6.34E-01,-1.93E-01
23,5.3,4.31E-01,1.35E+00,-1.00E+00,-4.31E-03,2.02E-01,1.89E-01,-6.25E-01,-1.90E-01
24,5.1,4.10E-01,1.32E+00,-1.10E+00,-5.62E-03,1.87E-01,2.26E-01,-6.37E-01,-1.94E-01
25,5.4,4.13E-01,1.24E+00,-1.15E+00,-4.99E-03,2.22E-01,2.35E-01,-6.22E-01,-1.90E-01
26,4.9,3.71E-01,1.17E+00,-1.36E+00,-7.34E-03,1.96E-01,3.40E-01,-6.46E-01,-1.98E-01
27,5.1,3.71E-01,1.13E+00,-1.38E+00,-7.56E-03,2.04E-01,3.02E-01,-6.43E-01,-1.96E-01
28,5.1,3.65E-01,1.10E+00,-1.40E+00,-8.13E-03,2.00E-01,2.84E-01,-6.47E-01,-1.96E-01
29,5.4,3.73E-01,1.04E+00,-1.42E+00,-7.44E-03,2.32E-01,2.58E-01,-6.32E-01,-1.91E-01
30,5,3.47E-01,1.04E+00,-1.50E+00,-9.42E-03,1.94E-01,2.87E-01,-6.56E-01,-1.98E-01
31,5.3,3.60E-01,1.00E+00,-1.48E+00,-8.53E-03,2.23E-01,2.45E-01,-6.40E-01,-1.93E-01
32,5.3,3.55E-01,9.73E-01,-1.51E+00,-8.99E-03,2.23E-01,2.37E-01,-6.43E-01,-1.93E-01
33,5.1,5.04E-01,1.65E+00,1.03E-01,-1.18E-02,-1.36E-02,-1.26E+00,-7.11E-01,-1.52E-01
34,9.9,3.60E-01,1.03E+00,5.05E-01,1.17E-02,4.07E-01,-1.11E+00,3.24E-01,-1.06E-02
35,5,5.00E-01,1.58E+00,4.04E-03,-1.28E-02,-1.84E-02,-1.22E+00,-7.12E-01,-1.69E-01
36,5.3,5.00E-01,1.52E+00,-4.26E-02,-1.25E-02,4.28E-03,-1.21E+00,-7.03E-01,-1.67E-01
37,5.5,5.75E-01,1.48E+00,-7.75E-02,-1.42E-02,-3.22E-02,-1.18E+00,-6.80E-01,-6.80E-02
38,5.2,8.28E-01,3.34E+00,1.12E+00,2.65E-02,1.92E-01,1.03E+00,-4.74E-01,-1.47E-01
39,4.9,6.67E-01,2.66E+00,6.39E-01,1.13E-02,1.16E-01,1.97E-01,-5.78E-01,-1.88E-01
40,5.2,6.65E-01,2.74E+00,7.11E-01,1.50E-02,1.68E-01,3.26E-01,-5.60E-01,-2.51E-01
41,4.7,5.65E-01,2.11E+00,-6.77E-03,1.67E-03,8.90E-02,4.42E-02,-6.22E-01,-2.07E-01
42,5.3,5.34E-01,1.81E+00,-3.61E-01,7.79E-04,1.62E-01,1.15E-01,-6.03E-01,-2.02E-01
43,5.3,4.99E-01,1.63E+00,-5.89E-01,-1.56E-03,1.67E-01,1.22E-01,-6.14E-01,-2.04E-01
44,5.3,4.60E-01,1.51E+00,-7.99E-01,-2.14E-03,1.96E-01,2.13E-01,-6.20E-01,-1.90E-01
45,5.3,4.56E-01,1.42E+00,-8.93E-01,-3.88E-03,1.86E-01,1.81E-01,-6.21E-01,-2.05E-01
46,5.1,4.08E-01,1.33E+00,-1.11E+00,-5.06E-03,1.91E-01,3.05E-01,-6.39E-01,-1.95E-01
47,5.3,4.22E-01,1.27E+00,-1.13E+00,-5.47E-03,1.99E-01,2.56E-01,-6.26E-01,-2.08E-01
48,5.2,4.03E-01,1.20E+00,-1.25E+00,-6.49E-03,1.98E-01,2.99E-01,-6.33E-01,-2.10E-01
49,5.3,3.54E-01,1.17E+00,-1.29E+00,-5.17E-03,2.49E-01,2.71E-01,-6.37E-01,-2.41E-01
50,5.3,3.30E-01,1.06E+00,-1.46E+00,-5.83E-03,2.63E-01,3.73E-01,-6.42E-01,-2.43E-01
51,5.1,3.74E-01,1.07E+00,-1.43E+00,-8.85E-03,1.93E-01,2.69E-01,-6.42E-01,-2.11E-01
52,5.3,3.72E-01,1.00E+00,-1.50E+00,-8.36E-03,2.22E-01,3.09E-01,-6.31E-01,-2.10E-01
53,5,3.51E-01,1.00E+00,-1.53E+00,-1.03E-02,1.82E-01,2.83E-01,-6.57E-01,-2.14E-01
54,5.2,3.41E-01,9.50E-01,-1.57E+00,-9.52E-03,2.16E-01,2.95E-01,-6.52E-01,-1.95E-01
55,5.3,3.46E-01,9.33E-01,-1.55E+00,-9.54E-03,2.22E-01,2.42E-01,-6.49E-01,-1.93E-01
56,5.4,3.49E-01,9.13E-01,-1.54E+00,-9.64E-03,2.26E-01,1.98E-01,-6.47E-01,-1.91E-01
57,5,3.71E-01,1.10E+00,-1.15E+00,-1.23E-02,1.23E-01,-2.10E-01,-6.86E-01,-1.89E-01
58,5.2,4.74E-01,1.53E+00,-1.94E-02,-1.23E-02,1.07E-02,-1.25E+00,-7.10E-01,-2.31E-01
59,5.3,5.07E-01,1.48E+00,-6.98E-02,-1.32E-02,-2.49E-03,-1.21E+00,-7.01E-01,-1.82E-01
60,5.3,4.24E-01,1.45E+00,-1.41E-01,-1.15E-02,5.98E-02,-1.19E+00,-7.16E-01,-2.79E-01
61,5.1,4.09E-01,1.43E+00,-2.02E-01,-1.27E-02,4.19E-02,-1.19E+00,-7.25E-01,-2.82E-01
62,5.7,1.66E+00,3.07E+00,9.36E-01,1.61E-03,-4.13E-01,1.09E+00,-2.96E-01,9.71E-01
63,4.8,7.66E-01,3.24E+00,9.57E-01,2.38E-02,1.78E-01,9.82E-01,-5.02E-01,-2.15E-01
64,5.4,6.75E-01,2.58E+00,5.72E-01,1.27E-02,1.68E-01,2.39E-01,-5.54E-01,-1.84E-01
65,5.3,5.69E-01,2.03E+00,5.52E-03,2.74E-03,1.41E-01,-5.83E-02,-6.07E-01,-1.83E-01
66,5.1,5.12E-01,1.74E+00,-4.21E-01,-1.80E-03,1.31E-01,2.14E-02,-6.25E-01,-2.04E-01
67,5.2,4.71E-01,1.58E+00,-6.37E-01,-3.05E-03,1.59E-01,4.17E-02,-6.33E-01,-1.88E-01
68,5.3,4.41E-01,1.40E+00,-8.98E-01,-4.02E-03,1.91E-01,1.45E-01,-6.29E-01,-1.89E-01
69,5.3,4.28E-01,1.34E+00,-9.95E-01,-4.91E-03,1.94E-01,1.44E-01,-6.29E-01,-1.90E-01
70,5.1,4.01E-01,1.27E+00,-1.14E+00,-6.67E-03,1.81E-01,1.82E-01,-6.44E-01,-1.93E-01
71,5.1,3.95E-01,1.23E+00,-1.17E+00,-7.28E-03,1.81E-01,1.53E-01,-6.46E-01,-1.93E-01
72,5.2,3.92E-01,1.17E+00,-1.22E+00,-7.36E-03,1.97E-01,1.52E-01,-6.41E-01,-1.91E-01
73,5.3,3.84E-01,1.11E+00,-1.31E+00,-7.47E-03,2.11E-01,1.91E-01,-6.38E-01,-1.91E-01
74,5.2,3.57E-01,1.08E+00,-1.38E+00,-8.04E-03,2.12E-01,2.08E-01,-6.51E-01,-1.77E-01
75,5.4,3.68E-01,1.03E+00,-1.40E+00,-8.60E-03,2.13E-01,1.81E-01,-6.42E-01,-1.91E-01
76,5.4,3.51E-01,1.01E+00,-1.43E+00,-8.72E-03,2.21E-01,1.62E-01,-6.51E-01,-1.75E-01
77,5,3.42E-01,9.90E-01,-1.50E+00,-1.08E-02,1.83E-01,1.71E-01,-6.64E-01,-1.96E-01
78,5.1,3.26E-01,9.48E-01,-1.56E+00,-1.01E-02,2.11E-01,2.14E-01,-6.62E-01,-1.79E-01
79,5.2,3.31E-01,9.31E-01,-1.54E+00,-1.01E-02,2.17E-01,1.61E-01,-6.59E-01,-1.77E-01
80,5.4,3.34E-01,8.94E-01,-1.56E+00,-9.92E-03,2.33E-01,1.45E-01,-6.52E-01,-1.74E-01
81,5.2,3.13E-01,9.92E-01,-1.33E+00,-1.03E-02,2.08E-01,-1.08E-01,-6.78E-01,-2.20E-01
82,5.4,4.66E-01,1.51E+00,5.57E-03,-1.22E-02,2.27E-02,-1.33E+00,-7.14E-01,-2.12E-01
83,5.3,4.58E-01,1.48E+00,-3.78E-02,-1.25E-02,2.41E-02,-1.30E+00,-7.19E-01,-2.13E-01
84,5.3,4.88E-01,1.44E+00,-1.14E-01,-1.37E-02,5.57E-03,-1.26E+00,-7.07E-01,-1.65E-01
85,5.1,1.89E+00,1.18E+00,-2.93E-01,-5.71E-02,-1.12E+00,-1.08E+00,-4.51E-01,1.72E+00
86,4.9,8.11E-01,3.27E+00,9.96E-01,2.41E-02,1.67E-01,1.00E+00,-4.86E-01,-1.39E-01
87,5.2,8.49E-01,3.23E+00,9.76E-01,2.38E-02,1.65E-01,1.01E+00,-4.68E-01,-9.38E-02
88,5.3,8.18E-01,2.57E+00,5.66E-01,8.23E-03,4.61E-02,2.67E-01,-5.31E-01,8.64E-03
89,5.2,5.59E-01,2.02E+00,-4.14E-02,2.28E-03,1.34E-01,-2.25E-02,-6.13E-01,-1.85E-01
90,5.2,4.77E-01,1.78E+00,-3.70E-01,4.28E-04,1.79E-01,-9.65E-03,-6.26E-01,-2.34E-01
91,5.3,4.47E-01,1.61E+00,-5.70E-01,-1.29E-03,1.94E-01,5.83E-03,-6.33E-01,-2.34E-01
92,5.1,4.49E-01,1.49E+00,-7.56E-01,-4.82E-03,1.51E-01,2.68E-02,-6.44E-01,-1.89E-01
93,5.2,4.36E-01,1.40E+00,-8.73E-01,-5.29E-03,1.68E-01,5.84E-02,-6.42E-01,-1.89E-01
94,5.4,3.92E-01,1.33E+00,-9.46E-01,-4.62E-03,2.10E-01,4.94E-02,-6.46E-01,-2.36E-01
95,5.2,4.13E-01,1.26E+00,-1.06E+00,-6.78E-03,1.82E-01,6.16E-02,-6.41E-01,-1.89E-01
96,5.4,3.75E-01,1.21E+00,-1.10E+00,-5.69E-03,2.28E-01,4.77E-02,-6.42E-01,-2.36E-01
97,5.3,3.95E-01,1.16E+00,-1.20E+00,-7.57E-03,1.98E-01,9.84E-02,-6.40E-01,-1.89E-01
98,4.9,3.64E-01,1.13E+00,-1.32E+00,-9.66E-03,1.64E-01,1.42E-01,-6.64E-01,-1.96E-01
99,5.3,3.42E-01,1.08E+00,-1.31E+00,-7.37E-03,2.32E-01,1.16E-01,-6.50E-01,-2.39E-01
100,5.5,3.76E-01,1.03E+00,-1.36E+00,-8.39E-03,2.19E-01,1.32E-01,-6.38E-01,-1.89E-01
101,5.5,3.68E-01,9.95E-01,-1.39E+00,-8.94E-03,2.16E-01,1.27E-01,-6.45E-01,-1.89E-01
102,5.5,3.63E-01,9.69E-01,-1.46E+00,-9.03E-03,2.24E-01,1.57E-01,-6.40E-01,-1.90E-01
103,5,3.29E-01,9.87E-01,-1.46E+00,-1.11E-02,1.79E-01,1.01E-01,-6.79E-01,-1.79E-01
104,5.2,3.31E-01,9.33E-01,-1.50E+00,-1.06E-02,2.05E-01,1.14E-01,-6.68E-01,-1.76E-01
105,5,3.35E-01,9.46E-01,-1.49E+00,-1.21E-02,1.68E-01,7.23E-02,-6.77E-01,-1.94E-01
106,4.9,3.57E-01,1.18E+00,-8.88E-01,-1.24E-02,1.07E-01,-4.99E-01,-7.10E-01,-2.32E-01
107,5.2,5.24E-01,1.47E+00,-1.07E-01,-1.47E-02,-3.00E-02,-1.23E+00,-7.03E-01,-1.19E-01
108,5.2,4.42E-01,1.44E+00,-1.72E-01,-1.28E-02,3.10E-02,-1.19E+00,-7.18E-01,-2.17E-01
109,5.2,4.33E-01,1.40E+00,-2.38E-01,-1.32E-02,3.53E-02,-1.17E+00,-7.19E-01,-2.17E-01
110,4.9,9.37E-01,3.18E+00,8.98E-01,1.88E-02,5.82E-02,1.00E+00,-4.68E-01,7.82E-02
111,5.1,6.92E-01,2.44E+00,4.42E-01,6.37E-03,7.45E-02,6.87E-02,-5.83E-01,-7.80E-02
112,5.1,5.72E-01,2.36E+00,3.96E-01,7.42E-03,1.46E-01,-6.94E-02,-6.14E-01,-2.16E-01
113,5.1,5.36E-01,2.00E+00,-1.47E-01,2.68E-03,1.51E-01,7.76E-02,-6.15E-01,-1.72E-01
114,5.1,4.94E-01,1.72E+00,-4.83E-01,-1.28E-03,1.51E-01,7.58E-02,-6.27E-01,-1.89E-01
115,5.2,4.77E-01,1.54E+00,-7.16E-01,-3.12E-03,1.66E-01,1.17E-01,-6.22E-01,-2.05E-01
116,5,4.48E-01,1.46E+00,-8.43E-01,-5.48E-03,1.43E-01,1.01E-01,-6.42E-01,-2.08E-01
117,5.2,4.21E-01,1.36E+00,-9.43E-01,-5.28E-03,1.76E-01,9.91E-02,-6.19E-01,-1.88E-01
118,5.3,4.20E-01,1.29E+00,-1.04E+00,-5.75E-03,1.94E-01,1.11E-01,-6.33E-01,-1.89E-01
119,5.2,3.95E-01,1.25E+00,-1.11E+00,-6.38E-03,1.98E-01,1.07E-01,-6.45E-01,-1.74E-01
120,5.5,3.93E-01,1.18E+00,-1.16E+00,-6.26E-03,2.19E-01,1.06E-01,-6.37E-01,-1.72E-01
121,5.5,3.96E-01,1.13E+00,-1.24E+00,-7.03E-03,2.16E-01,1.36E-01,-6.33E-01,-1.89E-01
122,5.3,3.64E-01,1.08E+00,-1.35E+00,-7.56E-03,2.22E-01,1.91E-01,-6.45E-01,-1.75E-01
123,5.4,3.49E-01,1.05E+00,-1.37E+00,-8.39E-03,2.11E-01,1.53E-01,-6.34E-01,-1.73E-01
124,5.5,3.45E-01,1.00E+00,-1.42E+00,-8.43E-03,2.24E-01,1.64E-01,-6.30E-01,-1.73E-01
125,5.1,3.28E-01,9.95E-01,-1.46E+00,-1.01E-02,1.93E-01,1.45E-01,-6.49E-01,-1.76E-01
126,5.2,3.25E-01,9.48E-01,-1.51E+00,-1.00E-02,2.09E-01,1.57E-01,-6.44E-01,-1.75E-01
127,5,3.25E-01,9.42E-01,-1.52E+00,-1.18E-02,1.73E-01,1.20E-01,-6.53E-01,-1.93E-01
128,5.2,3.28E-01,9.04E-01,-1.54E+00,-1.15E-02,1.89E-01,1.05E-01,-6.46E-01,-1.91E-01
129,5.1,4.60E-01,1.58E+00,7.04E-02,-1.26E-02,-6.51E-03,-1.36E+00,-7.04E-01,-2.12E-01
130,5,4.60E-01,1.55E+00,1.99E-02,-1.39E-02,-2.64E-02,-1.36E+00,-7.07E-01,-2.30E-01
131,5.4,4.26E-01,1.48E+00,-2.40E-02,-1.21E-02,3.55E-02,-1.34E+00,-7.03E-01,-2.75E-01
132,5,7.31E-01,1.42E+00,-1.18E-01,-2.30E-02,-2.30E-01,-1.30E+00,-6.79E-01,1.71E-01
133,5.6,4.58E-01,1.41E+00,-1.16E-01,-1.22E-02,5.35E-02,-1.29E+00,-7.04E-01,-2.11E-01
134,5.5,7.50E-01,3.32E+00,1.12E+00,2.95E-02,2.80E-01,9.98E-01,-4.82E-01,-2.25E-01
135,4.8,6.86E-01,3.35E+00,1.08E+00,2.81E-02,2.51E-01,9.85E-01,-5.21E-01,-2.80E-01
136,5,5.92E-01,2.49E+00,5.28E-01,9.11E-03,1.38E-01,-1.71E-02,-6.09E-01,-2.17E-01
137,5.1,5.51E-01,2.00E+00,-9.63E-02,2.03E-03,1.33E-01,2.30E-02,-6.15E-01,-1.87E-01
138,5.2,5.06E-01,1.79E+00,-3.39E-01,-2.92E-04,1.45E-01,1.58E-02,-6.05E-01,-1.84E-01
139,5.1,4.80E-01,1.65E+00,-5.61E-01,-2.54E-03,1.47E-01,4.70E-02,-6.34E-01,-1.89E-01
140,5.4,4.17E-01,1.52E+00,-7.36E-01,-1.72E-03,2.05E-01,1.19E-01,-6.17E-01,-2.35E-01
141,5.4,4.20E-01,1.40E+00,-9.28E-01,-2.85E-03,2.13E-01,2.18E-01,-6.11E-01,-1.72E-01
142,5.1,4.05E-01,1.34E+00,-1.04E+00,-5.28E-03,1.78E-01,2.29E-01,-6.25E-01,-1.92E-01
143,5.4,4.18E-01,1.27E+00,-1.09E+00,-4.90E-03,2.14E-01,2.06E-01,-6.28E-01,-1.89E-01
144,5.5,3.92E-01,1.19E+00,-1.21E+00,-5.53E-03,2.19E-01,2.60E-01,-6.13E-01,-1.89E-01
145,5.2,3.74E-01,1.16E+00,-1.29E+00,-7.10E-03,1.99E-01,2.52E-01,-6.24E-01,-1.92E-01
146,5.4,3.67E-01,1.10E+00,-1.36E+00,-7.12E-03,2.14E-01,2.86E-01,-6.23E-01,-1.91E-01
147,5,3.83E-01,1.07E+00,-1.39E+00,-1.02E-02,1.49E-01,2.51E-01,-6.41E-01,-1.46E-01
148,5.1,3.94E-01,1.03E+00,-1.42E+00,-1.06E-02,1.50E-01,2.45E-01,-6.32E-01,-1.61E-01
149,5.1,3.85E-01,9.89E-01,-1.49E+00,-1.11E-02,1.55E-01,2.65E-01,-6.34E-01,-1.61E-01
150,5.4,4.24E-01,9.40E-01,-1.51E+00,-1.18E-02,1.46E-01,2.63E-01,-6.18E-01,-1.11E-01
151,5.2,4.24E-01,9.12E-01,-1.54E+00,-1.32E-02,1.21E-01,2.50E-01,-6.26E-01,-1.28E-01
152,5.2,4.55E-01,8.62E-01,-1.58E+00,-1.48E-02,9.64E-02,2.33E-01,-6.20E-01,-7.87E-02
153,5.4,3.49E-01,8.56E-01,-1.59E+00,-1.13E-02,1.94E-01,2.19E-01,-6.35E-01,-2.22E-01
154,5.2,4.74E-01,9.35E-01,-1.36E+00,-1.60E-02,5.46E-02,-2.80E-02,-6.34E-01,-7.47E-02
155,5.2,5.85E-01,1.36E+00,-3.12E-01,-1.73E-02,-8.67E-02,-9.82E-01,-6.65E-01,-5.67E-02
156,5.6,6.38E-01,1.48E+00,8.17E-02,-1.67E-02,-1.07E-01,-1.36E+00,-6.60E-01,-4.55E-02
157,5.2,6.19E-01,1.48E+00,4.12E-02,-1.86E-02,-1.43E-01,-1.38E+00,-6.81E-01,-4.96E-02
158,5.1,9.15E-01,3.48E+00,1.35E+00,2.59E-02,1.08E-01,1.05E+00,-4.45E-01,-1.45E-01
159,5.4,9.24E-01,3.47E+00,1.34E+00,2.68E-02,1.32E-01,1.06E+00,-4.29E-01,-1.43E-01
160,5.3,9.62E-01,3.47E+00,1.35E+00,2.57E-02,1.02E-01,1.05E+00,-4.22E-01,-9.45E-02
161,5.4,7.78E-01,2.36E+00,4.51E-01,4.53E-03,2.69E-02,8.44E-02,-5.32E-01,-8.25E-02
162,5,6.71E-01,2.01E+00,-1.03E-01,-1.12E-03,2.25E-02,1.68E-01,-5.74E-01,-7.48E-02
163,5.2,6.42E-01,1.81E+00,-3.64E-01,-2.18E-03,6.06E-02,2.37E-01,-5.69E-01,-7.41E-02
164,5.2,6.22E-01,1.67E+00,-5.94E-01,-3.98E-03,6.35E-02,3.25E-01,-5.68E-01,-9.28E-02
165,5.1,5.94E-01,1.56E+00,-7.78E-01,-5.33E-03,6.88E-02,3.88E-01,-5.75E-01,-9.53E-02
166,5.5,5.80E-01,1.47E+00,-8.52E-01,-4.93E-03,1.08E-01,3.71E-01,-5.70E-01,-7.58E-02
167,5.4,5.65E-01,1.42E+00,-9.43E-01,-5.74E-03,1.05E-01,4.08E-01,-5.76E-01,-7.79E-02
168,5.1,5.39E-01,1.35E+00,-1.07E+00,-7.40E-03,9.24E-02,4.37E-01,-5.89E-01,-8.13E-02
169,5.3,5.46E-01,1.29E+00,-1.15E+00,-7.66E-03,1.03E-01,4.78E-01,-5.77E-01,-9.65E-02
170,5.4,5.27E-01,1.24E+00,-1.23E+00,-7.33E-03,1.27E-01,5.07E-01,-5.79E-01,-8.02E-02
171,5,5.04E-01,1.22E+00,-1.29E+00,-9.42E-03,9.29E-02,4.92E-01,-6.01E-01,-8.44E-02
172,5,5.01E-01,1.20E+00,-1.30E+00,-9.91E-03,8.89E-02,4.57E-01,-6.04E-01,-8.39E-02
173,4.9,4.91E-01,1.17E+00,-1.34E+00,-1.10E-02,7.65E-02,4.26E-01,-6.13E-01,-8.48E-02
174,5.5,5.02E-01,1.08E+00,-1.40E+00,-9.33E-03,1.36E-01,4.69E-01,-5.85E-01,-7.94E-02
175,5,4.83E-01,1.10E+00,-1.40E+00,-1.15E-02,8.67E-02,4.11E-01,-6.11E-01,-8.37E-02
176,5.5,4.89E-01,1.02E+00,-1.48E+00,-1.02E-02,1.37E-01,4.62E-01,-5.89E-01,-7.96E-02
177,5.2,5.70E-01,1.37E+00,-6.26E-01,-1.25E-02,-4.36E-03,-3.50E-01,-6.29E-01,-6.71E-02
178,5.4,6.38E-01,1.70E+00,2.26E-01,-1.25E-02,-8.94E-02,-1.12E+00,-6.53E-01,-1.16E-01
179,4.9,6.22E-01,1.69E+00,1.49E-01,-1.45E-02,-1.22E-01,-1.11E+00,-6.92E-01,-1.23E-01
180,5.1,6.17E-01,1.66E+00,1.34E-01,-1.39E-02,-1.05E-01,-1.10E+00,-6.66E-01,-1.18E-01
181,5.5,6.35E-01,1.61E+00,1.11E-01,-1.30E-02,-6.59E-02,-1.11E+00,-6.66E-01,-1.16E-01
182,5,1.02E+00,3.41E+00,1.25E+00,2.14E-02,1.88E-02,1.05E+00,-4.50E-01,-3.54E-03
183,5.3,9.81E-01,3.38E+00,1.25E+00,2.34E-02,7.27E-02,1.05E+00,-4.25E-01,-4.64E-02
184,5.5,9.61E-01,2.92E+00,9.55E-01,1.33E-02,1.29E-02,5.40E-01,-4.80E-01,8.30E-03
185,5.2,9.26E-01,2.35E+00,5.22E-01,-2.00E-03,-1.28E-01,-7.61E-02,-5.46E-01,1.10E-01
186,5.2,7.68E-01,1.94E+00,-1.13E-01,-3.69E-03,-2.36E-02,1.20E-01,-5.68E-01,7.94E-03
187,5.1,6.61E-01,1.81E+00,-2.89E-01,-4.33E-03,2.14E-02,7.24E-02,-5.99E-01,-9.05E-02
188,5.1,6.29E-01,1.65E+00,-5.25E-01,-5.82E-03,3.70E-02,1.47E-01,-6.03E-01,-9.25E-02
189,5.2,6.08E-01,1.54E+00,-6.91E-01,-6.59E-03,5.58E-02,2.02E-01,-6.02E-01,-9.30E-02
190,5.4,5.97E-01,1.43E+00,-8.12E-01,-6.99E-03,7.90E-02,2.21E-01,-5.97E-01,-9.16E-02
191,5,5.57E-01,1.38E+00,-9.26E-01,-9.39E-03,4.21E-02,2.31E-01,-6.04E-01,-9.49E-02
192,5.1,5.52E-01,1.33E+00,-9.88E-01,-9.42E-03,5.63E-02,2.52E-01,-6.00E-01,-9.42E-02
193,5.5,5.20E-01,1.26E+00,-1.07E+00,-7.49E-03,1.28E-01,2.74E-01,-5.85E-01,-1.39E-01
194,5.2,4.72E-01,1.11E+00,-1.40E+00,-8.91E-03,1.39E-01,5.00E-01,-5.94E-01,-1.47E-01
195,5.2,4.88E-01,1.14E+00,-1.32E+00,-9.48E-03,1.27E-01,3.80E-01,-6.16E-01,-1.46E-01
196,5.6,5.01E-01,1.10E+00,-1.30E+00,-8.57E-03,1.58E-01,3.47E-01,-6.00E-01,-1.42E-01
197,5.6,4.98E-01,1.08E+00,-1.31E+00,-9.06E-03,1.54E-01,3.12E-01,-6.03E-01,-1.41E-01
198,5.5,4.77E-01,1.05E+00,-1.36E+00,-9.91E-03,1.42E-01,3.23E-01,-5.94E-01,-1.41E-01
199,5.5,5.03E-01,1.00E+00,-1.42E+00,-1.16E-02,1.12E-01,3.38E-01,-5.91E-01,-9.34E-02
200,5.4,4.37E-01,9.59E-01,-1.53E+00,-1.10E-02,1.49E-01,3.88E-01,-6.09E-01,-1.28E-01
201,5.4,6.36E-01,1.68E+00,2.23E-01,-1.33E-02,-9.59E-02,-1.20E+00,-6.55E-01,-1.14E-01
202,5.2,6.32E-01,1.65E+00,1.75E-01,-1.43E-02,-1.03E-01,-1.20E+00,-6.83E-01,-1.18E-01
203,5,6.26E-01,1.61E+00,1.03E-01,-1.56E-02,-1.25E-01,-1.15E+00,-6.91E-01,-1.37E-01
204,5.3,1.15E+00,1.46E+00,7.68E-03,-3.03E-02,-4.95E-01,-1.07E+00,-5.74E-01,5.28E-01
205,5,5.46E-01,1.53E+00,-4.73E-02,-1.44E-02,-6.36E-02,-1.08E+00,-6.99E-01,-2.51E-01
206,5.4,9.67E-01,3.23E+00,1.08E+00,2.18E-02,9.05E-02,1.03E+00,-4.41E-01,-7.94E-02
207,5,1.01E+00,3.24E+00,1.06E+00,1.86E-02,9.54E-03,1.04E+00,-4.51E-01,-8.92E-03
208,5.2,8.52E-01,2.73E+00,7.43E-01,1.05E-02,2.98E-02,4.05E-01,-5.19E-01,-1.06E-01
209,5.1,1.17E+00,2.02E+00,8.98E-02,-1.43E-02,-3.48E-01,4.93E-02,-4.99E-01,4.77E-01
210,5.2,6.25E-01,1.80E+00,-3.04E-01,-2.93E-03,5.99E-02,8.76E-02,-6.01E-01,-1.38E-01
211,5.3,5.97E-01,1.62E+00,-5.28E-01,-4.42E-03,8.25E-02,1.19E-01,-6.02E-01,-1.38E-01
212,5.1,5.65E-01,1.52E+00,-7.29E-01,-6.42E-03,7.70E-02,1.64E-01,-6.12E-01,-1.42E-01
