,SMS.I.1..20..pct....silt.,V1,V2,V3,V4,V5,V6,7,V8
16223,5.1,-3.24E-01,1.05E+00,-1.58E+00,-4.21E-03,3.53E-01,-4.73E-01,-2.00E-01,-1.72E-01
16224,5.1,-3.31E-01,1.03E+00,-1.61E+00,-4.63E-03,3.50E-01,-4.68E-01,-2.04E-01,-1.73E-01
16225,5.1,-3.46E-01,1.02E+00,-1.63E+00,-4.51E-03,3.59E-01,-4.73E-01,-2.10E-01,-1.57E-01
16226,5.1,-3.37E-01,9.95E-01,-1.65E+00,-5.08E-03,3.51E-01,-4.66E-01,-2.05E-01,-1.73E-01
16227,5.2,-3.45E-01,9.39E-01,-1.75E+00,-4.82E-03,3.72E-01,-3.95E-01,-1.99E-01,-1.73E-01
16228,5.2,-3.43E-01,9.35E-01,-1.74E+00,-4.99E-03,3.71E-01,-4.27E-01,-1.99E-01,-1.73E-01
16229,5.1,-3.53E-01,9.24E-01,-1.77E+00,-5.70E-03,3.60E-01,-4.23E-01,-2.07E-01,-1.74E-01
16230,5.2,-3.47E-01,9.15E-01,-1.76E+00,-5.20E-03,3.72E-01,-4.21E-01,-2.00E-01,-1.73E-01
16231,5.2,-3.54E-01,8.96E-01,-1.82E+00,-5.25E-03,3.76E-01,-3.75E-01,-2.00E-01,-1.74E-01
16232,5.1,-3.57E-01,9.04E-01,-1.80E+00,-5.92E-03,3.61E-01,-4.17E-01,-2.07E-01,-1.75E-01
16233,5.2,-3.49E-01,8.99E-01,-1.78E+00,-5.33E-03,3.75E-01,-4.25E-01,-2.00E-01,-1.73E-01
16234,5,-3.46E-01,9.58E-01,-1.66E+00,-6.61E-03,3.33E-01,-5.60E-01,-2.17E-01,-1.73E-01
16235,5.1,-3.17E-01,1.05E+00,-1.42E+00,-6.45E-03,3.12E-01,-7.71E-01,-2.18E-01,-1.68E-01
16236,5.1,-2.01E-01,1.46E+00,-4.18E-01,-7.44E-03,1.82E-01,-1.66E+00,-2.66E-01,-1.52E-01
16237,5.2,-1.88E-01,1.44E+00,-4.30E-01,-7.62E-03,1.83E-01,-1.67E+00,-2.56E-01,-1.67E-01
16238,5.1,-1.94E-01,1.44E+00,-4.60E-01,-7.85E-03,1.76E-01,-1.63E+00,-2.61E-01,-1.69E-01
16239,5,1.22E-01,3.42E+00,8.14E-01,3.52E-02,4.04E-01,7.60E-01,-2.35E-02,-2.01E-01
16240,5.4,1.01E-01,3.41E+00,8.43E-01,3.77E-02,4.65E-01,7.50E-01,-1.18E-02,-2.44E-01
16241,5,1.61E-01,3.43E+00,8.29E-01,3.44E-02,3.76E-01,7.68E-01,-1.56E-02,-1.52E-01
16242,5.3,-8.89E-02,2.03E+00,-9.20E-02,6.78E-03,2.79E-01,-8.32E-01,-1.71E-01,-1.77E-01
16243,5.1,-2.79E-01,1.24E+00,-1.34E+00,-1.57E-03,3.50E-01,-4.52E-01,-2.09E-01,-1.74E-01
16244,5.2,-2.43E-01,1.14E+00,-1.44E+00,-3.73E-03,3.25E-01,-4.47E-01,-1.96E-01,-1.40E-01
16245,5.2,-2.65E-01,1.09E+00,-1.51E+00,-3.95E-03,3.40E-01,-4.41E-01,-2.03E-01,-1.25E-01
16246,5.3,-3.08E-01,1.05E+00,-1.55E+00,-3.47E-03,3.69E-01,-4.66E-01,-2.12E-01,-1.72E-01
16247,5.1,-3.18E-01,1.05E+00,-1.58E+00,-4.40E-03,3.52E-01,-4.71E-01,-2.22E-01,-1.75E-01
16248,5.1,-3.23E-01,1.02E+00,-1.63E+00,-4.50E-03,3.59E-01,-4.47E-01,-2.21E-01,-1.75E-01
16249,5.4,-3.19E-01,9.75E-01,-1.64E+00,-4.07E-03,3.80E-01,-4.62E-01,-2.11E-01,-1.72E-01
16250,5.3,-3.11E-01,9.80E-01,-1.67E+00,-4.14E-03,3.85E-01,-4.49E-01,-2.25E-01,-1.75E-01
16251,5.4,-3.26E-01,9.00E-01,-1.79E+00,-4.30E-03,4.02E-01,-3.69E-01,-2.25E-01,-1.75E-01
16252,5.2,-3.26E-01,9.24E-01,-1.75E+00,-4.74E-03,3.86E-01,-4.07E-01,-2.32E-01,-1.76E-01
16253,5.1,-3.34E-01,9.23E-01,-1.77E+00,-5.58E-03,3.70E-01,-4.22E-01,-2.41E-01,-1.78E-01
16254,5.2,-3.39E-01,9.21E-01,-1.75E+00,-4.64E-03,3.93E-01,-4.31E-01,-2.39E-01,-1.60E-01
16255,5.2,-3.32E-01,8.96E-01,-1.80E+00,-4.94E-03,3.91E-01,-3.83E-01,-2.32E-01,-1.77E-01
16256,5.2,-3.33E-01,8.89E-01,-1.80E+00,-5.19E-03,3.88E-01,-4.06E-01,-2.33E-01,-1.76E-01
16257,5.2,-3.44E-01,8.92E-01,-1.80E+00,-4.99E-03,3.97E-01,-4.32E-01,-2.36E-01,-1.60E-01
16258,5.2,-3.28E-01,9.04E-01,-1.75E+00,-5.49E-03,3.78E-01,-4.74E-01,-2.36E-01,-1.75E-01
16259,5.2,-3.47E-01,1.03E+00,-1.46E+00,-4.34E-03,3.79E-01,-7.28E-01,-2.57E-01,-2.03E-01
16260,5.1,-2.26E-01,1.47E+00,-4.17E-01,-6.15E-03,2.20E-01,-1.67E+00,-2.86E-01,-2.02E-01
16261,5.1,-2.66E-01,1.47E+00,-4.62E-01,-5.03E-03,2.54E-01,-1.64E+00,-2.89E-01,-2.51E-01
16262,5,-1.45E-01,1.44E+00,-5.05E-01,-9.07E-03,1.51E-01,-1.60E+00,-2.68E-01,-8.34E-02
16263,5,2.14E-01,3.55E+00,8.77E-01,3.71E-02,3.94E-01,9.51E-01,-5.15E-03,-9.65E-02
16264,5.2,4.95E-01,3.66E+00,9.55E-01,3.40E-02,2.44E-01,1.17E+00,7.63E-02,2.32E-01
16265,5.3,1.56E-01,3.37E+00,7.73E-01,3.52E-02,4.24E-01,7.40E-01,-2.50E-02,-1.10E-01
16266,5.2,-1.07E-01,1.86E+00,-4.49E-01,5.05E-03,3.00E-01,-6.46E-01,-1.88E-01,-9.77E-02
16267,5.3,-2.70E-01,1.23E+00,-1.36E+00,-4.26E-04,3.81E-01,-4.12E-01,-2.18E-01,-1.50E-01
16268,5.3,6.07E-02,1.10E+00,-1.49E+00,-1.17E-02,1.17E-01,-3.78E-01,-1.56E-01,3.41E-01
16269,5.1,-3.58E-01,1.11E+00,-1.55E+00,-1.25E-03,4.18E-01,-4.29E-01,-2.42E-01,-1.93E-01
16270,5,-3.68E-01,1.08E+00,-1.59E+00,-2.10E-03,4.08E-01,-4.38E-01,-2.50E-01,-1.94E-01
16271,5.5,-3.67E-01,1.03E+00,-1.61E+00,-4.19E-04,4.62E-01,-4.42E-01,-2.33E-01,-1.73E-01
16272,5.5,-3.58E-01,1.02E+00,-1.62E+00,-5.48E-04,4.67E-01,-4.57E-01,-2.49E-01,-1.74E-01
16273,5.3,-3.97E-01,1.01E+00,-1.66E+00,-9.25E-04,4.67E-01,-4.47E-01,-2.63E-01,-2.41E-01
16274,5.2,-3.71E-01,9.78E-01,-1.72E+00,-2.85E-03,4.31E-01,-4.42E-01,-2.63E-01,-1.94E-01
16275,5.3,-4.04E-01,9.77E-01,-1.71E+00,-1.37E-03,4.69E-01,-4.45E-01,-2.65E-01,-2.42E-01
16276,5.4,-3.66E-01,9.50E-01,-1.72E+00,-2.28E-03,4.50E-01,-4.44E-01,-2.54E-01,-1.92E-01
16277,4.9,-4.00E-01,9.67E-01,-1.76E+00,-3.96E-03,4.15E-01,-4.53E-01,-2.85E-01,-1.82E-01
16278,5.2,-3.90E-01,9.51E-01,-1.75E+00,-2.96E-03,4.40E-01,-4.51E-01,-2.71E-01,-1.79E-01
16279,5.2,-4.09E-01,8.69E-01,-1.91E+00,-3.30E-03,4.56E-01,-3.48E-01,-2.70E-01,-1.81E-01
16280,5.4,-3.91E-01,8.90E-01,-1.82E+00,-2.58E-03,4.65E-01,-4.20E-01,-2.61E-01,-1.77E-01
16281,5.4,-3.68E-01,9.80E-01,-1.60E+00,-2.80E-03,4.36E-01,-6.14E-01,-2.67E-01,-1.73E-01
16282,5.2,-2.38E-01,1.53E+00,-3.11E-01,-4.90E-03,2.44E-01,-1.78E+00,-3.15E-01,-1.54E-01
16283,5.4,-2.65E-01,1.48E+00,-3.74E-01,-3.64E-03,2.88E-01,-1.72E+00,-3.10E-01,-2.17E-01
16284,5.3,-2.60E-01,1.47E+00,-4.22E-01,-4.10E-03,2.77E-01,-1.66E+00,-3.07E-01,-2.35E-01
16285,5.1,-1.84E-01,1.44E+00,-4.97E-01,-7.27E-03,2.06E-01,-1.63E+00,-2.92E-01,-1.21E-01
16286,5.1,-2.17E-01,1.44E+00,-5.35E-01,-5.36E-03,2.59E-01,-1.59E+00,-3.06E-01,-1.82E-01
16287,5.2,1.27E-01,3.35E+00,7.25E-01,3.63E-02,4.72E-01,7.34E-01,-6.42E-02,-1.70E-01
16288,5.2,8.82E-02,3.34E+00,7.08E-01,3.69E-02,4.94E-01,7.26E-01,-7.44E-02,-2.16E-01
16289,5.4,9.96E-02,3.32E+00,7.07E-01,3.71E-02,5.05E-01,7.15E-01,-6.85E-02,-1.74E-01
16290,5.2,-2.70E-01,1.43E+00,-1.06E+00,2.87E-03,4.17E-01,-5.76E-01,-2.57E-01,-1.99E-01
16291,5,-2.59E-01,1.21E+00,-1.42E+00,-2.14E-03,3.66E-01,-4.62E-01,-2.62E-01,-1.15E-01
16292,5.4,-2.83E-01,1.13E+00,-1.48E+00,-1.03E-03,4.18E-01,-4.68E-01,-2.53E-01,-1.44E-01
16293,5.4,-3.67E-01,1.08E+00,-1.54E+00,3.52E-04,4.74E-01,-4.75E-01,-2.74E-01,-2.41E-01
16294,5.3,-3.78E-01,1.06E+00,-1.59E+00,-4.95E-04,4.65E-01,-4.74E-01,-2.82E-01,-2.42E-01
16295,5.4,-3.90E-01,1.02E+00,-1.63E+00,3.74E-06,4.91E-01,-4.76E-01,-2.77E-01,-2.25E-01
16296,5.4,-3.92E-01,1.02E+00,-1.64E+00,-8.55E-05,4.90E-01,-4.67E-01,-2.78E-01,-2.26E-01
16297,5.3,-4.02E-01,9.96E-01,-1.68E+00,-9.43E-04,4.80E-01,-4.75E-01,-2.86E-01,-2.27E-01
16298,5.3,-3.68E-01,9.82E-01,-1.70E+00,-2.00E-03,4.55E-01,-4.53E-01,-2.78E-01,-1.79E-01
16299,5.4,-4.03E-01,9.66E-01,-1.71E+00,-7.53E-04,4.93E-01,-4.60E-01,-2.81E-01,-2.26E-01
16300,5.4,-3.96E-01,9.53E-01,-1.73E+00,-8.72E-04,5.00E-01,-4.65E-01,-2.97E-01,-2.28E-01
16301,5.3,-4.03E-01,9.46E-01,-1.77E+00,-1.24E-03,4.94E-01,-4.38E-01,-3.01E-01,-2.29E-01
16302,5.4,-4.01E-01,9.29E-01,-1.77E+00,-1.08E-03,5.03E-01,-4.50E-01,-2.97E-01,-2.28E-01
16303,5.3,-4.11E-01,9.07E-01,-1.83E+00,-1.68E-03,4.97E-01,-4.27E-01,-3.03E-01,-2.30E-01
16304,5.3,-4.07E-01,9.25E-01,-1.78E+00,-1.72E-03,4.91E-01,-4.64E-01,-3.04E-01,-2.29E-01
16305,5.5,-3.90E-01,9.91E-01,-1.59E+00,-6.58E-04,4.98E-01,-6.30E-01,-3.03E-01,-2.07E-01
16306,5.3,-2.65E-01,1.52E+00,-3.38E-01,-3.07E-03,3.06E-01,-1.78E+00,-3.52E-01,-1.88E-01
16307,5.4,-2.57E-01,1.48E+00,-3.90E-01,-3.06E-03,3.12E-01,-1.72E+00,-3.44E-01,-2.04E-01
16308,5.2,-2.54E-01,1.47E+00,-4.49E-01,-3.51E-03,3.02E-01,-1.65E+00,-3.41E-01,-2.22E-01
16309,5.2,-2.03E-01,1.43E+00,-5.15E-01,-5.26E-03,2.67E-01,-1.61E+00,-3.22E-01,-1.80E-01
16310,5.4,-2.27E-01,1.43E+00,-5.48E-01,-3.64E-03,3.09E-01,-1.57E+00,-3.14E-01,-2.17E-01
16311,5.2,8.61E-03,3.33E+00,6.71E-01,3.93E-02,5.74E-01,7.05E-01,-1.05E-01,-3.01E-01
16312,5.4,4.67E-02,3.29E+00,6.50E-01,3.83E-02,5.59E-01,6.93E-01,-9.21E-02,-2.51E-01
16313,5.2,7.67E-02,3.29E+00,6.32E-01,3.68E-02,5.20E-01,7.05E-01,-9.16E-02,-2.04E-01
16314,5.5,-2.07E-01,1.40E+00,-1.03E+00,2.10E-03,4.05E-01,-6.34E-01,-2.55E-01,-1.40E-01
16315,5.4,-3.01E-01,1.19E+00,-1.43E+00,1.41E-03,4.71E-01,-4.63E-01,-2.90E-01,-1.79E-01
16316,5.4,-3.51E-01,1.12E+00,-1.52E+00,1.59E-03,5.03E-01,-4.64E-01,-3.01E-01,-2.28E-01
16317,5.4,-3.29E-01,1.05E+00,-1.60E+00,-2.43E-04,4.76E-01,-4.41E-01,-3.01E-01,-1.80E-01
16318,5.3,-3.39E-01,1.03E+00,-1.63E+00,-1.21E-03,4.62E-01,-4.59E-01,-3.10E-01,-1.82E-01
16319,5.3,-3.90E-01,1.02E+00,-1.66E+00,1.00E-04,5.04E-01,-4.58E-01,-3.22E-01,-2.14E-01
16320,5.3,-3.80E-01,1.01E+00,-1.69E+00,-3.71E-04,4.99E-01,-4.55E-01,-3.12E-01,-2.30E-01
16321,5.3,-3.95E-01,1.00E+00,-1.70E+00,-3.60E-04,5.04E-01,-4.70E-01,-3.21E-01,-2.14E-01
16322,5.4,-3.81E-01,9.78E-01,-1.71E+00,-4.69E-04,5.06E-01,-4.71E-01,-3.19E-01,-1.33E-01
16323,5.4,-3.98E-01,9.53E-01,-1.75E+00,-3.00E-04,5.19E-01,-4.58E-01,-3.15E-01,-2.13E-01
16324,5.4,-3.86E-01,9.45E-01,-1.76E+00,-6.40E-04,5.12E-01,-4.47E-01,-3.09E-01,-2.29E-01
16325,5.3,-3.92E-01,9.35E-01,-1.78E+00,-1.17E-03,5.04E-01,-4.52E-01,-3.14E-01,-2.30E-01
16326,5.4,-4.03E-01,9.22E-01,-1.78E+00,-7.59E-04,5.19E-01,-4.66E-01,-3.17E-01,-2.13E-01
16327,5.3,-4.12E-01,9.06E-01,-1.84E+00,-1.01E-03,5.19E-01,-4.20E-01,-3.20E-01,-2.15E-01
16328,5.4,-4.08E-01,9.05E-01,-1.82E+00,-7.18E-04,5.25E-01,-4.29E-01,-3.16E-01,-2.14E-01
16329,5.4,-4.25E-01,9.84E-01,-1.65E+00,1.85E-04,5.30E-01,-5.89E-01,-3.28E-01,-2.59E-01
16330,5.4,-2.53E-01,1.50E+00,-3.66E-01,-2.43E-03,3.29E-01,-1.75E+00,-3.59E-01,-1.89E-01
16331,5.5,-2.45E-01,1.46E+00,-4.18E-01,-2.42E-03,3.35E-01,-1.69E+00,-3.51E-01,-2.05E-01
16332,5.1,-2.54E-01,1.45E+00,-5.04E-01,-3.99E-03,3.03E-01,-1.63E+00,-3.61E-01,-2.26E-01
16333,5.4,-2.45E-01,1.43E+00,-5.45E-01,-2.86E-03,3.37E-01,-1.60E+00,-3.38E-01,-2.24E-01
16334,5.4,-2.75E-01,1.42E+00,-5.87E-01,-1.62E-03,3.77E-01,-1.56E+00,-3.58E-01,-2.74E-01
16335,5.4,1.96E-02,3.30E+00,6.40E-01,3.95E-02,5.95E-01,6.97E-01,-1.13E-01,-3.01E-01
16336,5.4,9.99E-02,3.27E+00,6.15E-01,3.73E-02,5.45E-01,7.00E-01,-1.15E-01,-2.06E-01
16337,5.4,8.25E-02,3.26E+00,5.97E-01,3.75E-02,5.56E-01,6.95E-01,-1.22E-01,-1.93E-01
16338,5.4,-2.48E-01,1.40E+00,-1.12E+00,3.74E-03,4.60E-01,-5.55E-01,-2.99E-01,-1.81E-01
16339,5.5,-3.26E-01,1.19E+00,-1.44E+00,3.06E-03,5.19E-01,-4.58E-01,-3.10E-01,-1.99E-01
16340,5.4,-2.17E-01,1.11E+00,-1.53E+00,-1.96E-03,4.13E-01,-4.52E-01,-2.95E-01,-3.37E-02
16341,5.5,-3.18E-01,1.08E+00,-1.55E+00,7.65E-04,5.00E-01,-4.91E-01,-3.11E-01,-1.64E-01
16342,5.3,-3.73E-01,1.05E+00,-1.61E+00,5.09E-04,5.08E-01,-4.83E-01,-3.35E-01,-2.15E-01
16343,5.4,-3.75E-01,1.02E+00,-1.64E+00,3.49E-04,5.16E-01,-4.90E-01,-3.33E-01,-2.14E-01
16344,5.4,-4.14E-01,1.01E+00,-1.66E+00,1.20E-03,5.44E-01,-4.98E-01,-3.41E-01,-2.62E-01
16345,5.6,-3.70E-01,9.82E-01,-1.66E+00,1.03E-03,5.40E-01,-4.83E-01,-3.22E-01,-2.11E-01
16346,5.4,-3.97E-01,9.82E-01,-1.71E+00,2.45E-04,5.28E-01,-4.71E-01,-3.50E-01,-1.03E-01
16347,5.5,-4.19E-01,9.49E-01,-1.75E+00,1.40E-03,5.68E-01,-4.53E-01,-3.30E-01,-2.62E-01
16348,5.3,-3.94E-01,9.59E-01,-1.77E+00,-6.77E-04,5.15E-01,-4.51E-01,-3.36E-01,-2.16E-01
16349,5.4,-4.06E-01,9.33E-01,-1.77E+00,-1.56E-04,5.34E-01,-4.52E-01,-3.41E-01,-1.99E-01
16350,5.4,-3.91E-01,9.27E-01,-1.77E+00,-5.59E-04,5.27E-01,-4.76E-01,-3.31E-01,-2.14E-01
16351,5.4,-3.95E-01,9.04E-01,-1.82E+00,-4.07E-04,5.37E-01,-4.29E-01,-3.28E-01,-2.15E-01
16352,5.4,-4.04E-01,9.21E-01,-1.79E+00,-8.77E-05,5.42E-01,-4.58E-01,-3.35E-01,-1.98E-01
16353,5.4,-3.91E-01,9.72E-01,-1.67E+00,-2.12E-04,5.25E-01,-5.69E-01,-3.38E-01,-1.96E-01
16354,5.6,-2.43E-01,1.47E+00,-3.98E-01,-1.78E-03,3.53E-01,-1.71E+00,-3.69E-01,-1.89E-01
16355,5.3,-2.57E-01,1.47E+00,-4.49E-01,-2.63E-03,3.36E-01,-1.68E+00,-3.80E-01,-1.93E-01
16356,5.4,1.18E-01,1.38E+00,-5.29E-01,-1.32E-02,6.47E-02,-1.58E+00,-2.97E-01,2.76E-01
16357,5.6,-2.06E-01,1.41E+00,-5.51E-01,-2.45E-03,3.51E-01,-1.58E+00,-3.40E-01,-1.64E-01
16358,5.6,-2.52E-01,1.40E+00,-6.01E-01,-1.20E-03,3.89E-01,-1.54E+00,-3.49E-01,-1.86E-01
16359,5.2,8.09E-02,3.27E+00,5.88E-01,3.66E-02,5.34E-01,6.94E-01,-1.34E-01,-1.55E-01
16360,5.4,7.52E-02,3.27E+00,6.08E-01,3.79E-02,5.67E-01,6.85E-01,-1.28E-01,-1.41E-01
16361,5.6,7.35E-02,3.27E+00,6.39E-01,3.90E-02,5.89E-01,6.93E-01,-1.25E-01,-1.52E-01
16362,5.2,-2.43E-01,1.55E+00,-8.39E-01,3.52E-03,4.20E-01,-7.94E-01,-3.25E-01,-1.39E-01
16363,5.3,-3.08E-01,1.19E+00,-1.46E+00,1.59E-03,4.82E-01,-4.48E-01,-3.17E-01,-1.34E-01
16364,5.7,-3.50E-01,1.11E+00,-1.52E+00,3.22E-03,5.48E-01,-4.55E-01,-3.15E-01,-1.55E-01
16365,5.6,-3.28E-01,1.07E+00,-1.57E+00,1.53E-03,5.21E-01,-4.73E-01,-3.14E-01,-1.15E-01
16366,5.4,-4.25E-01,1.07E+00,-1.60E+00,2.88E-03,5.69E-01,-5.01E-01,-3.42E-01,-2.30E-01
16367,5.3,-4.38E-01,1.03E+00,-1.64E+00,1.93E-03,5.57E-01,-4.97E-01,-3.54E-01,-2.31E-01
16368,5.3,-4.41E-01,1.03E+00,-1.65E+00,1.84E-03,5.56E-01,-4.88E-01,-3.55E-01,-2.32E-01
16369,5.3,-4.42E-01,1.01E+00,-1.67E+00,1.71E-03,5.59E-01,-4.92E-01,-3.55E-01,-2.31E-01
16370,5.3,-4.97E-01,1.01E+00,-1.70E+00,2.80E-03,5.94E-01,-4.91E-01,-3.79E-01,-1.68E-01
16371,5.3,-4.61E-01,9.78E-01,-1.71E+00,1.05E-03,5.51E-01,-4.89E-01,-3.43E-01,-2.30E-01
16372,5.6,-4.52E-01,9.59E-01,-1.71E+00,1.96E-03,5.75E-01,-4.78E-01,-3.31E-01,-2.28E-01
16373,5.3,-4.65E-01,9.58E-01,-1.74E+00,8.33E-04,5.53E-01,-4.84E-01,-3.44E-01,-2.30E-01
16374,5.2,-4.70E-01,9.60E-01,-1.76E+00,4.44E-04,5.44E-01,-4.75E-01,-3.49E-01,-2.32E-01
16375,5.6,-4.59E-01,9.15E-01,-1.79E+00,1.74E-03,5.86E-01,-4.52E-01,-3.26E-01,-2.28E-01
16376,5.6,-4.58E-01,9.22E-01,-1.76E+00,1.61E-03,5.79E-01,-4.76E-01,-3.31E-01,-2.28E-01
16377,5.6,-4.61E-01,9.13E-01,-1.77E+00,1.27E-03,5.75E-01,-4.90E-01,-3.34E-01,-2.28E-01
16378,5.7,-4.14E-01,9.20E-01,-1.71E+00,6.37E-04,5.52E-01,-5.31E-01,-3.22E-01,-1.77E-01
16379,5.6,-4.58E-01,9.20E-01,-1.74E+00,1.35E-03,5.75E-01,-5.08E-01,-3.33E-01,-2.27E-01
16380,5.7,-3.73E-01,1.17E+00,-1.10E+00,5.04E-04,4.88E-01,-1.10E+00,-3.42E-01,-2.31E-01
16381,5.2,-2.95E-01,1.47E+00,-4.86E-01,-2.11E-03,3.50E-01,-1.65E+00,-3.74E-01,-1.61E-01
16382,5.5,-2.56E-01,1.44E+00,-5.22E-01,-2.45E-03,3.44E-01,-1.61E+00,-3.56E-01,-1.11E-01
16383,5.6,1.06E-01,3.39E+00,7.77E-01,3.99E-02,5.59E-01,7.27E-01,-1.04E-01,-9.00E-02
16384,5.6,9.45E-02,3.54E+00,8.80E-01,4.43E-02,6.05E-01,9.06E-01,-9.18E-02,-1.41E-01
16385,5.3,9.64E-02,3.40E+00,7.67E-01,3.90E-02,5.37E-01,7.25E-01,-1.16E-01,-9.28E-02
16386,5.5,-3.22E-01,1.45E+00,-1.06E+00,6.49E-03,5.10E-01,-5.37E-01,-3.06E-01,-1.77E-01
16387,5.2,-3.86E-01,1.24E+00,-1.40E+00,3.54E-03,5.07E-01,-4.37E-01,-3.07E-01,-1.80E-01
16388,5.5,-3.52E-01,1.15E+00,-1.48E+00,2.31E-03,5.05E-01,-4.54E-01,-2.89E-01,-1.29E-01
16389,5.2,-4.19E-01,1.13E+00,-1.54E+00,2.16E-03,5.20E-01,-4.73E-01,-3.16E-01,-1.64E-01
16390,5.5,-3.80E-01,1.08E+00,-1.57E+00,1.42E-03,5.11E-01,-4.75E-01,-3.01E-01,-1.14E-01
16391,5.5,-4.19E-01,1.07E+00,-1.59E+00,2.27E-03,5.40E-01,-4.82E-01,-3.09E-01,-1.62E-01
16392,5.3,-4.33E-01,1.05E+00,-1.63E+00,1.01E-03,5.20E-01,-4.92E-01,-3.22E-01,-1.64E-01
16393,5.5,-4.25E-01,1.03E+00,-1.63E+00,1.92E-03,5.44E-01,-4.81E-01,-3.09E-01,-1.62E-01
16394,5.7,-4.99E-01,9.95E-01,-1.66E+00,4.30E-03,6.18E-01,-4.82E-01,-3.29E-01,-1.61E-01
16395,5.6,-4.34E-01,9.60E-01,-1.74E+00,2.04E-03,5.67E-01,-4.13E-01,-3.02E-01,-1.62E-01
16396,5.6,-4.49E-01,9.51E-01,-1.74E+00,1.79E-03,5.69E-01,-4.60E-01,-3.12E-01,-1.46E-01
16397,5.4,-4.64E-01,9.45E-01,-1.80E+00,9.44E-04,5.53E-01,-4.15E-01,-3.23E-01,-1.49E-01
16398,5.6,-4.91E-01,9.33E-01,-1.77E+00,2.66E-03,6.00E-01,-4.49E-01,-3.20E-01,-1.94E-01
16399,5.7,-4.97E-01,8.99E-01,-1.83E+00,2.57E-03,6.08E-01,-4.16E-01,-3.18E-01,-1.95E-01
16400,5.5,-5.00E-01,9.16E-01,-1.82E+00,2.05E-03,5.93E-01,-4.35E-01,-3.26E-01,-1.96E-01
16401,5.5,-5.08E-01,9.22E-01,-1.79E+00,1.92E-03,5.83E-01,-4.52E-01,-3.12E-01,-1.94E-01
16402,5.7,-3.41E-01,1.54E+00,-2.67E-01,6.44E-04,3.91E-01,-1.83E+00,-3.49E-01,-1.66E-01
16403,5.8,-3.28E-01,1.52E+00,-2.93E-01,7.23E-04,3.96E-01,-1.80E+00,-3.38E-01,-1.82E-01
16404,5.7,-3.30E-01,1.49E+00,-3.44E-01,1.39E-04,3.94E-01,-1.78E+00,-3.63E-01,-1.85E-01
16405,5.5,-3.29E-01,1.47E+00,-4.01E-01,-6.58E-04,3.80E-01,-1.73E+00,-3.62E-01,-2.03E-01
16406,5.8,-2.82E-01,1.46E+00,-4.22E-01,-4.71E-04,3.82E-01,-1.69E+00,-3.36E-01,-1.53E-01
16407,5.6,7.64E-02,3.47E+00,8.78E-01,4.24E-02,5.84E-01,7.57E-01,-8.79E-02,-1.37E-01
16408,5.4,1.46E-01,3.74E+00,1.03E+00,4.63E-02,5.68E-01,1.08E+00,-5.94E-02,-9.48E-02
16409,5.6,2.50E-01,3.40E+00,8.30E-01,3.63E-02,4.41E-01,7.59E-01,-6.05E-02,1.06E-01
16410,5.8,-1.00E-01,1.42E+00,-1.09E+00,2.26E-03,3.75E-01,-3.89E-01,-2.27E-01,1.16E-01
16411,5.9,-1.79E-01,1.19E+00,-1.39E+00,8.40E-04,4.26E-01,-3.68E-01,-2.40E-01,6.76E-02
16412,5.8,-3.64E-01,1.16E+00,-1.45E+00,4.57E-03,5.49E-01,-4.03E-01,-2.78E-01,-1.91E-01
16413,5.6,-4.19E-01,1.11E+00,-1.51E+00,4.12E-03,5.61E-01,-4.29E-01,-3.01E-01,-2.41E-01
16414,5.8,-3.69E-01,1.07E+00,-1.53E+00,2.72E-03,5.34E-01,-4.40E-01,-2.84E-01,-2.07E-01
16415,5.9,-3.34E-01,1.02E+00,-1.56E+00,1.58E-03,5.16E-01,-4.43E-01,-2.74E-01,-1.58E-01
16416,5.7,-4.22E-01,1.02E+00,-1.63E+00,2.85E-03,5.61E-01,-4.19E-01,-2.97E-01,-2.57E-01
16417,5.5,-3.59E-01,9.92E-01,-1.65E+00,-3.82E-04,4.87E-01,-4.39E-01,-2.94E-01,-1.62E-01
16418,5.5,-4.13E-01,9.89E-01,-1.70E+00,1.06E-03,5.28E-01,-4.07E-01,-3.16E-01,-9.91E-02
16419,5.7,-3.78E-01,8.74E-01,-1.87E+00,-5.63E-05,5.27E-01,-2.79E-01,-2.83E-01,-1.63E-01
16420,5.8,-3.65E-01,9.08E-01,-1.77E+00,1.49E-04,5.22E-01,-3.62E-01,-2.82E-01,-1.61E-01
16421,5.8,-3.67E-01,8.97E-01,-1.78E+00,-9.06E-05,5.20E-01,-3.75E-01,-2.83E-01,-1.61E-01
16422,5.5,-3.91E-01,9.04E-01,-1.79E+00,-8.77E-04,5.06E-01,-3.91E-01,-3.02E-01,-1.47E-01
16423,5.6,-3.96E-01,8.68E-01,-1.85E+00,-8.65E-04,5.16E-01,-3.58E-01,-2.99E-01,-1.47E-01
16424,5.6,-3.88E-01,8.81E-01,-1.81E+00,-6.08E-04,5.18E-01,-3.94E-01,-2.96E-01,-1.46E-01
16425,5.9,-3.80E-01,8.55E-01,-1.80E+00,4.89E-05,5.39E-01,-4.05E-01,-2.86E-01,-1.43E-01
16426,5.4,-2.18E-01,1.53E+00,-2.54E-01,-3.57E-03,2.80E-01,-1.81E+00,-3.47E-01,-1.37E-01
16427,5.4,-2.22E-01,1.52E+00,-2.85E-01,-3.54E-03,2.84E-01,-1.78E+00,-3.47E-01,-1.38E-01
