,SMS.I.1..20..pct....silt.,V1,V2,V3,V4,V5,V6,V7,V8
4059,10.5,-1.21E+00,-1.51E-01,-8.96E-01,-4.40E-03,1.99E-01,1.32E-01,-2.11E-01,-5.53E-02
4060,10.7,-1.15E+00,-1.74E-01,-9.72E-01,-3.10E-03,2.47E-01,1.15E-01,-8.48E-02,-9.46E-03
4061,11.1,-1.09E+00,-1.70E-01,-1.03E+00,-1.08E-03,3.04E-01,9.33E-02,3.16E-02,6.53E-02
4062,10.8,-1.11E+00,-1.50E-01,-1.00E+00,-4.24E-03,2.31E-01,4.04E-02,-2.06E-02,3.49E-02
4063,11,-1.41E+00,3.80E-02,-7.23E-01,-4.03E-03,2.03E-01,-1.19E-01,-4.54E-01,-1.40E-01
4064,10.5,-1.44E+00,7.91E-02,-2.82E-01,-5.11E-03,1.09E-01,-5.33E-01,-3.51E-01,-1.52E-01
4065,10.8,-1.58E+00,2.26E-01,3.89E-01,-6.84E-04,1.02E-01,-1.08E+00,-3.41E-01,-1.60E-01
4066,10.7,-1.51E+00,1.97E-01,3.00E-01,-2.58E-03,7.32E-02,-1.05E+00,-2.93E-01,-1.32E-01
4067,10.7,-1.67E+00,4.94E-01,2.32E-01,-5.35E-03,9.00E-03,-9.19E-01,-1.83E-01,-3.06E-01
4068,10.5,-1.85E+00,8.20E-01,1.41E-01,-1.38E-02,-1.98E-01,-9.06E-01,-1.11E-01,-3.71E-01
4069,13.54,-1.47E+00,7.51E-01,6.95E-02,-2.20E-02,-4.02E-01,-9.62E-01,-3.27E-01,2.01E-03
4070,10.7,-1.60E+00,-9.48E-02,1.75E+00,2.69E-02,1.41E-01,8.76E-01,-3.01E-01,-2.33E-01
4071,10.5,-1.46E+00,-1.31E-01,1.36E+00,2.18E-02,1.49E-01,5.92E-01,-4.29E-02,-1.44E-01
4072,10.5,-1.49E+00,-2.93E-03,1.36E+00,1.88E-02,9.51E-02,4.45E-01,-2.12E-03,-1.86E-01
4073,10.6,-1.47E+00,1.13E-01,1.06E+00,1.40E-02,4.50E-02,5.61E-01,2.36E-02,-2.28E-01
4074,10.5,-1.43E+00,7.48E-02,6.10E-01,9.95E-03,5.48E-02,6.75E-01,1.30E-02,-2.21E-01
4075,10.4,-1.37E+00,8.18E-02,3.29E-01,7.65E-03,7.60E-02,5.62E-01,2.57E-01,-1.66E-01
4076,10.5,-1.24E+00,1.22E-01,-6.58E-02,4.67E-03,9.56E-02,5.88E-01,5.30E-01,-1.19E-01
4077,10.3,-1.12E+00,-9.47E-02,-3.03E-01,3.97E-03,1.53E-01,4.82E-01,5.40E-01,4.41E-03
4078,10.8,-1.13E+00,1.18E-01,-4.42E-01,3.27E-03,1.56E-01,5.71E-01,7.10E-01,-4.62E-02
4079,10.5,-1.01E+00,-2.80E-02,-6.27E-01,9.02E-04,1.51E-01,5.45E-01,6.85E-01,3.92E-02
4080,10.6,-1.01E+00,-8.03E-02,-7.38E-01,1.19E-03,1.88E-01,5.32E-01,6.40E-01,8.29E-02
