,SMS.I.1..2..pct....silt.,V1,V2,V3,V4,V5,V6,V7,V8
1355,7.1,1.63E+00,1.12E+00,1.62E-01,-1.28E-01,6.75E-01,-1.11E+00,3.10E-01,4.64E-02
1356,7.2,1.63E+00,1.07E+00,1.55E-01,-1.27E-01,6.73E-01,-1.09E+00,3.09E-01,4.69E-02
1357,7.1,1.74E+00,1.00E+00,1.84E-01,-1.40E-01,7.60E-01,-1.10E+00,2.53E-01,2.09E-01
1358,7.3,2.03E+00,3.23E+00,-9.22E-02,-2.40E-01,1.30E+00,9.79E-01,2.00E-01,1.75E-01
1359,7.2,2.13E+00,3.18E+00,-5.88E-02,-2.51E-01,1.37E+00,9.47E-01,1.58E-01,3.07E-01
1360,7.2,1.95E+00,3.21E+00,-1.26E-01,-2.33E-01,1.26E+00,9.63E-01,2.36E-01,7.56E-02
1361,7.2,2.69E+00,2.20E+00,2.64E-01,-2.81E-01,1.59E+00,1.36E-01,-1.27E-01,1.19E+00
1362,7.1,1.75E+00,1.84E+00,-9.82E-02,-1.74E-01,9.73E-01,-1.55E-02,2.47E-01,8.11E-02
1363,7,1.69E+00,1.19E+00,-3.49E-01,-1.63E-01,9.98E-01,1.35E-01,1.81E-01,7.66E-02
1364,7.1,1.67E+00,9.52E-01,-3.99E-01,-1.56E-01,9.77E-01,1.15E-01,1.63E-01,7.75E-02
1365,7.1,1.64E+00,7.09E-01,-5.10E-01,-1.52E-01,9.97E-01,2.26E-01,1.35E-01,7.48E-02
1366,7.2,1.63E+00,5.57E-01,-5.54E-01,-1.47E-01,9.87E-01,2.50E-01,1.19E-01,7.47E-02
1367,7.1,1.61E+00,3.67E-01,-6.54E-01,-1.46E-01,1.01E+00,3.29E-01,9.40E-02,7.16E-02
1368,7,1.59E+00,2.19E-01,-7.07E-01,-1.46E-01,1.03E+00,3.70E-01,8.71E-02,7.10E-02
1369,7.1,1.59E+00,6.83E-02,-7.81E-01,-1.42E-01,1.03E+00,4.43E-01,6.10E-02,6.88E-02
1370,7.3,1.57E+00,-1.24E-01,-8.62E-01,-1.37E-01,1.03E+00,5.60E-01,3.71E-02,6.73E-02
